TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
GO:0010468," ""regulation of gene expression""",11.879,,,6.434,3.04,0.579,0.838,6355,TRUE
GO:0010556," ""regulation of macromolecule biosynthetic process""",11.432,,,6.417,3.33,0.57,0.882,6355,TRUE
GO:0010558," ""negative regulation of macromolecule biosynthetic process""",0.882,,,5.305,8.36,0.58,0.983,45892,TRUE
GO:0016054," ""organic acid catabolic process""",1.096,,,5.399,15.26,0.86,0.832,9065,TRUE
GO:0019219," ""regulation of nucleobase-containing compound metabolic process""",10.21,,,6.368,3.39,0.584,0.795,6355,TRUE
GO:0019222," ""regulation of metabolic process""",13.185,0.38,7.806,6.479,2.99,0.675,0.347,-1,TRUE
GO:0031323," ""regulation of cellular metabolic process""",12.635,,,6.461,3.1,0.576,0.831,6355,TRUE
GO:0031324," ""negative regulation of cellular metabolic process""",1.406,,,5.507,7.55,0.579,0.887,45892,TRUE
GO:0031326," ""regulation of cellular biosynthetic process""",11.487,,,6.419,3.19,0.567,0.883,6355,TRUE
GO:0031327," ""negative regulation of cellular biosynthetic process""",0.908,,,5.317,7.91,0.577,0.986,45892,TRUE
GO:0033554," ""cellular response to stress""",3.091,-6.167,1.214,5.849,8.11,0.644,0.687,-1,TRUE
GO:0036293," ""response to decreased oxygen levels""",0.041,,,3.969,30.05,0.655,0.984,71456,TRUE
GO:0036294," ""cellular response to decreased oxygen levels""",0.019,,,3.631,33.62,0.622,0.974,71456,TRUE
GO:0042221," ""response to chemical""",3.34,-5.225,1.686,5.883,5.63,0.675,0.51,-1,TRUE
GO:0043207," ""response to external biotic stimulus""",0.596,,,5.135,5.52,0.693,0.963,98542,TRUE
GO:0044248," ""cellular catabolic process""",4.061,,,5.968,5.51,0.864,0.772,1901565,TRUE
GO:0044282," ""small molecule catabolic process""",1.664,0.002,-5.961,5.58,12.93,0.879,0.496,-1,TRUE
GO:0044419," ""biological process involved in interspecies interaction between organisms""",0.755,3.961,-1.925,5.237,5.46,1,0,-1,TRUE
GO:0045892," ""negative regulation of transcription DNA-templated""",0.665,1.542,6.925,5.182,11.22,0.579,0,-1,FALSE
GO:0045934," ""negative regulation of nucleobase-containing compound metabolic process""",0.749,,,5.233,9.78,0.593,0.864,45892,TRUE
GO:0048523," ""negative regulation of cellular process""",2.15,,,5.691,5.69,0.623,0.84,45892,TRUE
GO:0050789," ""regulation of biological process""",21.186,0.918,7.359,6.685,2.17,0.666,0.637,-1,TRUE
GO:0050896," ""response to stimulus""",12.913,2.999,-3.616,6.47,3.17,1,0,-1,TRUE
GO:0051171," ""regulation of nitrogen compound metabolic process""",12.433,,,6.454,2.92,0.578,0.847,6355,TRUE
GO:0051252," ""regulation of RNA metabolic process""",10.078,,,6.362,3.48,0.572,0.889,6355,TRUE
GO:0051253," ""negative regulation of RNA metabolic process""",0.694,,,5.201,10.74,0.587,0.973,45892,TRUE
GO:0051707," ""response to other organism""",0.596,,,5.134,5.52,0.692,0.98,98542,TRUE
GO:0051716," ""cellular response to stimulus""",10.979,-5.818,1.693,6.4,4.13,0.631,0.672,-1,TRUE
GO:0070482," ""response to oxygen levels""",0.045,-5.306,-0.585,4.013,29.83,0.682,0.622,-1,TRUE
GO:0070887," ""cellular response to chemical stimulus""",1.821,-5.496,2.426,5.619,8.94,0.622,0.657,-1,TRUE
GO:0071369," ""cellular response to ethylene stimulus""",0.013,,,3.486,29.06,0.703,0.961,9873,TRUE
GO:0071453," ""cellular response to oxygen levels""",0.022,,,3.709,33.47,0.62,0.902,71456,TRUE
GO:0071456," ""cellular response to hypoxia""",0.017,-5.786,-0.003,3.594,33.9,0.61,0.348,-1,FALSE
GO:0080090," ""regulation of primary metabolic process""",12.507,,,6.456,3.06,0.578,0.848,6355,TRUE
GO:0098542," ""defense response to other organism""",0.515,-6.648,0.77,5.071,5.22,0.659,0.568,-1,TRUE
GO:1901565," ""organonitrogen compound catabolic process""",2.485,-0.727,-6.319,5.754,7.33,0.872,0.684,-1,TRUE
GO:1901575," ""organic substance catabolic process""",5.44,,,6.095,5.47,0.863,0.871,1901565,TRUE
GO:1901606," ""alpha-amino acid catabolic process""",0.569,-0.136,6.04,5.115,26.92,0.864,0.756,9065,TRUE
GO:1901698," ""response to nitrogen compound""",0.25,-5.655,3.09,4.758,19.75,0.681,0.448,-1,TRUE
GO:1901700," ""response to oxygen-containing compound""",0.566,,,5.112,6.36,0.66,0.716,70887,TRUE
GO:1902679," ""negative regulation of RNA biosynthetic process""",0.665,,,5.182,11.14,0.579,0.984,45892,TRUE
GO:1903506," ""regulation of nucleic acid-templated transcription""",9.898,,,6.355,3.65,0.566,0.901,6355,TRUE
GO:1903507," ""negative regulation of nucleic acid-templated transcription""",0.665,,,5.182,11.14,0.579,0.993,45892,TRUE
GO:2000112," ""regulation of cellular macromolecule biosynthetic process""",11.418,,,6.417,3.34,0.566,0.857,6355,TRUE
GO:2000113," ""negative regulation of cellular macromolecule biosynthetic process""",0.88,,,5.304,8.41,0.577,0.962,45892,TRUE
GO:2001141," ""regulation of RNA biosynthetic process""",9.906,,,6.355,3.65,0.566,0.892,6355,TRUE
