TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
GO:0044272," ""sulfur compound biosynthetic process""",1.337,1.852,2.184,5.485,4.43,0.948,0.164,-1,FALSE
GO:0009065," ""glutamine family amino acid catabolic process""",0.13,-1.705,7.024,4.474,17.34,0.848,0.172,-1,FALSE
GO:1901606," ""alpha-amino acid catabolic process""",0.569,,,5.115,9.18,0.83,0.756,9065,TRUE
GO:0016054," ""organic acid catabolic process""",1.096,,,5.399,6.24,0.839,0.832,9065,TRUE
GO:0009063," ""cellular amino acid catabolic process""",0.722,,,5.218,7.71,0.829,0.884,9065,TRUE
GO:0046395," ""carboxylic acid catabolic process""",1.074,,,5.39,6.41,0.835,0.943,9065,TRUE
GO:0050829," ""defense response to Gram-negative bacterium""",0.015,-5.256,1.702,3.549,10.85,0.744,0.188,-1,FALSE
GO:0002237," ""response to molecule of bacterial origin""",0.042,,,3.984,7.61,0.669,0.77,50829,TRUE
GO:0042742," ""defense response to bacterium""",0.115,,,4.419,4.57,0.709,0.877,50829,TRUE
GO:0044550," ""secondary metabolite biosynthetic process""",0.138,1.786,1.273,4.498,4.33,0.968,0.193,-1,FALSE
GO:0044237," ""cellular metabolic process""",51.477,4.934,3.533,7.071,1.44,0.955,0.195,-1,FALSE
GO:0048583," ""regulation of response to stimulus""",1.204,-1.022,-5.815,5.44,2.98,0.882,0.197,-1,FALSE
GO:0070482," ""response to oxygen levels""",0.045,-6.707,2.278,4.013,10.09,0.705,0.216,-1,FALSE
GO:0009266," ""response to temperature stimulus""",0.236,,,4.732,5.15,0.672,0.74,70482,TRUE
GO:0006970," ""response to osmotic stress""",0.059,,,4.129,4.34,0.681,0.755,70482,TRUE
GO:0071214," ""cellular response to abiotic stimulus""",0.104,,,4.375,4.95,0.679,0.788,70482,TRUE
GO:0009314," ""response to radiation""",0.216,,,4.694,3.55,0.674,0.835,70482,TRUE
GO:0015995," ""chlorophyll biosynthetic process""",0.05,1.978,3.952,4.059,7.61,0.913,0.229,-1,FALSE
GO:0104004," ""cellular response to environmental stimulus""",0.104,-4.992,0.539,4.375,4.95,0.782,0.245,-1,FALSE
GO:0071704," ""organic substance metabolic process""",55.166,5.008,3.23,7.101,1.32,0.957,0.278,-1,FALSE
GO:0006766," ""vitamin metabolic process""",1.34,-1.431,7.275,5.486,6.07,0.908,0.282,-1,FALSE
GO:0009628," ""response to abiotic stimulus""",0.598,-7.474,1.149,5.136,4.24,0.76,0.297,-1,FALSE
GO:0048519," ""negative regulation of biological process""",2.524,-0.966,-6.521,5.761,2.35,0.87,0.302,-1,FALSE
GO:0009657," ""plastid organization""",0.047,5.652,0.343,4.027,2.79,0.988,0.342,-1,FALSE
GO:0009719," ""response to endogenous stimulus""",0.539,-7.286,1.438,5.091,2.57,0.762,0.345,-1,FALSE
GO:0009607," ""response to biotic stimulus""",0.65,-7.548,0.785,5.172,3.83,0.758,0.351,-1,FALSE
GO:0090304," ""nucleic acid metabolic process""",13.823,2.942,4.975,6.5,0.44,0.918,0.355,-1,FALSE
GO:0009611," ""response to wounding""",0.103,-5.806,1.466,4.374,6.29,0.757,0.378,-1,FALSE
GO:0006006," ""glucose metabolic process""",0.424,-0.814,6.193,4.986,7.43,0.906,0.379,-1,FALSE
GO:0009605," ""response to external stimulus""",1.712,-7.139,0.952,5.593,3.47,0.738,0.392,-1,FALSE
GO:1901698," ""response to nitrogen compound""",0.25,-6.855,-0.25,4.758,7.88,0.701,0.406,-1,FALSE
GO:0006355," ""regulation of transcription DNA-templated""",9.898,-1.063,-6.229,6.355,1.78,0.795,0.408,-1,FALSE
GO:0009889," ""regulation of biosynthetic process""",11.506,,,6.42,1.71,0.799,0.786,6355,TRUE
GO:0019219," ""regulation of nucleobase-containing compound metabolic process""",10.21,,,6.368,1.7,0.8,0.795,6355,TRUE
GO:0031323," ""regulation of cellular metabolic process""",12.635,,,6.461,1.67,0.794,0.831,6355,TRUE
GO:0010468," ""regulation of gene expression""",11.879,,,6.434,1.62,0.797,0.838,6355,TRUE
GO:0051171," ""regulation of nitrogen compound metabolic process""",12.433,,,6.454,1.63,0.796,0.847,6355,TRUE
GO:0080090," ""regulation of primary metabolic process""",12.507,,,6.456,1.61,0.796,0.848,6355,TRUE
GO:0060255," ""regulation of macromolecule metabolic process""",12.939,,,6.471,1.54,0.794,0.855,6355,TRUE
GO:2000112," ""regulation of cellular macromolecule biosynthetic process""",11.418,,,6.417,1.74,0.793,0.857,6355,TRUE
GO:0010556," ""regulation of macromolecule biosynthetic process""",11.432,,,6.417,1.73,0.795,0.882,6355,TRUE
GO:0031326," ""regulation of cellular biosynthetic process""",11.487,,,6.419,1.68,0.793,0.883,6355,TRUE
GO:0051252," ""regulation of RNA metabolic process""",10.078,,,6.362,1.72,0.797,0.889,6355,TRUE
GO:2001141," ""regulation of RNA biosynthetic process""",9.906,,,6.355,1.78,0.795,0.892,6355,TRUE
GO:1903506," ""regulation of nucleic acid-templated transcription""",9.898,,,6.355,1.78,0.795,0.901,6355,TRUE
GO:0006775," ""fat-soluble vitamin metabolic process""",0.01,-0.589,7.285,3.372,18.72,0.926,0.415,-1,FALSE
GO:0010150," ""leaf senescence""",0.006,5.362,-2.41,3.108,5.15,0.985,0.42,-1,FALSE
GO:0090693," ""plant organ senescence""",0.006,,,3.117,4.88,0.985,0.8,10150,TRUE
GO:0006082," ""organic acid metabolic process""",9.322,-0.823,6.765,6.329,2.53,0.872,0.463,-1,FALSE
GO:0009873," ""ethylene-activated signaling pathway""",0.013,-5.319,-1.86,3.477,7.94,0.647,0.477,-1,FALSE
GO:0071369," ""cellular response to ethylene stimulus""",0.013,,,3.486,6.93,0.711,0.961,9873,TRUE
GO:0070647," ""protein modification by small protein conjugation or removal""",1.191,2.34,6.146,5.435,2,0.933,0.478,-1,FALSE
GO:0001101," ""response to acid chemical""",0.048,-7.301,-0.511,4.04,3.54,0.732,0.482,-1,FALSE
GO:0006979," ""response to oxidative stress""",0.59,-6.137,1.188,5.13,5.06,0.724,0.492,-1,FALSE
GO:0044282," ""small molecule catabolic process""",1.664,-2.196,7.175,5.58,4.5,0.867,0.496,-1,FALSE
GO:0000160," ""phosphorelay signal transduction system""",2.749,-4.783,-1.842,5.798,5.26,0.604,0.497,-1,FALSE
GO:0042221," ""response to chemical""",3.34,-6.789,1.053,5.883,3.59,0.721,0.51,-1,FALSE
GO:0062197," ""cellular response to chemical stress""",0.221,-6.215,0.115,4.704,4.23,0.668,0.543,-1,FALSE
GO:0006950," ""response to stress""",4.522,-6.877,0.817,6.014,3.4,0.713,0.549,-1,FALSE
GO:0009646," ""response to absence of light""",0.002,-6.606,2.987,2.732,9.93,0.742,0.554,-1,FALSE
GO:0009644," ""response to high light intensity""",0.005,,,3.023,8.32,0.733,0.894,9646,TRUE
GO:0042542," ""response to hydrogen peroxide""",0.024,-6.275,-0.511,3.74,9.54,0.689,0.556,-1,FALSE
GO:0010038," ""response to metal ion""",0.131,,,4.476,3.18,0.695,0.767,42542,TRUE
GO:0019222," ""regulation of metabolic process""",13.185,-1.349,-6.096,6.479,1.61,0.831,0.564,-1,FALSE
GO:0023057," ""negative regulation of signaling""",0.355,-2.054,-6.594,4.909,4.54,0.867,0.566,-1,FALSE
GO:0080167," ""response to karrikin""",0.004,-6.407,2.841,2.997,4.42,0.742,0.573,-1,FALSE
GO:0009751," ""response to salicylic acid""",0.008,-6.92,-1.156,3.267,5.23,0.721,0.58,-1,FALSE
GO:0009064," ""glutamine family amino acid metabolic process""",1.332,-0.439,6.727,5.484,6.46,0.857,0.583,-1,FALSE
GO:1901605," ""alpha-amino acid metabolic process""",3.631,,,5.919,3.72,0.845,0.704,9064,TRUE
GO:0006520," ""cellular amino acid metabolic process""",5.778,,,6.121,2.9,0.844,0.713,9064,TRUE
GO:0019752," ""carboxylic acid metabolic process""",8.943,,,6.311,2.51,0.85,0.828,9064,TRUE
GO:0043436," ""oxoacid metabolic process""",9.085,,,6.317,2.57,0.85,0.894,9064,TRUE
GO:0070542," ""response to fatty acid""",0.012,-6.639,-1.08,3.422,4.53,0.713,0.591,-1,FALSE
GO:0009737," ""response to abscisic acid""",0.056,,,4.11,2.96,0.679,0.756,70542,TRUE
GO:0009725," ""response to hormone""",0.379,,,4.938,2.64,0.66,0.796,70542,TRUE
GO:0009755," ""hormone-mediated signaling pathway""",0.204,,,4.669,2.49,0.584,0.883,70542,TRUE
GO:0014070," ""response to organic cyclic compound""",0.155,-6.801,-0.56,4.549,3.55,0.685,0.593,-1,FALSE
GO:0071462," ""cellular response to water stimulus""",0.002,-5.984,-0.351,2.621,8,0.669,0.597,-1,FALSE
GO:0042631," ""cellular response to water deprivation""",0.001,,,2.479,8.21,0.648,0.761,71462,TRUE
GO:0009414," ""response to water deprivation""",0.02,,,3.666,3.6,0.622,0.856,71462,TRUE
GO:0009415," ""response to water""",0.025,,,3.748,3.51,0.632,0.908,71462,TRUE
GO:0031348," ""negative regulation of defense response""",0.044,-2.223,-6.871,4.006,5.43,0.873,0.598,-1,FALSE
GO:0031347," ""regulation of defense response""",0.134,,,4.485,3.74,0.879,0.79,31348,TRUE
GO:0009968," ""negative regulation of signal transduction""",0.342,,,4.893,4.71,0.845,0.813,31348,TRUE
GO:0071456," ""cellular response to hypoxia""",0.017,-6.055,0.629,3.594,10.67,0.639,0.622,-1,FALSE
GO:0071453," ""cellular response to oxygen levels""",0.022,,,3.709,11.06,0.647,0.902,71456,TRUE
GO:0001666," ""response to hypoxia""",0.039,,,3.948,9.84,0.676,0.947,71456,TRUE
GO:0036294," ""cellular response to decreased oxygen levels""",0.019,,,3.631,10.84,0.649,0.974,71456,TRUE
GO:0036293," ""response to decreased oxygen levels""",0.041,,,3.969,9.93,0.693,0.984,71456,TRUE
GO:0009110," ""vitamin biosynthetic process""",1.272,-0.337,6.029,5.464,6.35,0.872,0.628,-1,FALSE
GO:0009642," ""response to light intensity""",0.01,-6.68,2.634,3.351,7.18,0.725,0.632,-1,FALSE
GO:0009637," ""response to blue light""",0.02,,,3.658,4.91,0.713,0.708,9642,TRUE
GO:0009416," ""response to light stimulus""",0.185,,,4.627,3.67,0.672,0.827,9642,TRUE
GO:0009723," ""response to ethylene""",0.019,-7.095,-0.959,3.633,4,0.717,0.634,-1,FALSE
GO:0010648," ""negative regulation of cell communication""",0.356,-1.904,-6.609,4.91,4.54,0.865,0.636,-1,FALSE
GO:0009651," ""response to salt stress""",0.03,-6.255,2.112,3.84,4.85,0.693,0.644,-1,FALSE
GO:0009409," ""response to cold""",0.04,-6.381,2.022,3.96,5.39,0.687,0.655,-1,FALSE
GO:0009408," ""response to heat""",0.19,,,4.638,5.07,0.655,0.856,9409,TRUE
GO:0070887," ""cellular response to chemical stimulus""",1.821,-6.634,0.058,5.619,4.23,0.646,0.657,-1,FALSE
GO:1901700," ""response to oxygen-containing compound""",0.566,,,5.112,3.94,0.682,0.716,70887,TRUE
GO:0010033," ""response to organic substance""",0.993,,,5.356,3.33,0.668,0.763,70887,TRUE
GO:0048585," ""negative regulation of response to stimulus""",0.42,-1.871,-6.762,4.983,3.87,0.852,0.662,-1,FALSE
GO:0048523," ""negative regulation of cellular process""",2.15,,,5.691,2.41,0.839,0.77,48585,TRUE
GO:0080134," ""regulation of response to stress""",0.341,,,4.892,3.28,0.87,0.783,48585,TRUE
GO:0009753," ""response to jasmonic acid""",0.006,-6.623,-1.289,3.146,4.64,0.718,0.666,-1,FALSE
GO:0006536," ""glutamate metabolic process""",0.219,-1.183,6.917,4.7,11.56,0.876,0.668,-1,FALSE
GO:0050794," ""regulation of cellular process""",19.762,-1.291,-6.25,6.655,1.6,0.817,0.671,-1,FALSE
GO:0050789," ""regulation of biological process""",21.186,,,6.685,1.72,0.826,0.719,50794,TRUE
GO:0009617," ""response to bacterium""",0.169,-5.237,1.258,4.587,4.94,0.736,0.672,-1,FALSE
GO:0050832," ""defense response to fungus""",0.034,,,3.895,4.67,0.734,0.709,9617,TRUE
GO:0009620," ""response to fungus""",0.041,,,3.972,4.1,0.76,0.718,9617,TRUE
GO:0098542," ""defense response to other organism""",0.515,,,5.071,3.66,0.681,0.874,9617,TRUE
GO:0006955," ""immune response""",0.683,,,5.193,3.64,0.737,0.916,9617,TRUE
GO:0043207," ""response to external biotic stimulus""",0.596,,,5.135,3.84,0.712,0.963,9617,TRUE
GO:0051707," ""response to other organism""",0.596,,,5.134,3.84,0.711,0.98,9617,TRUE
GO:0051716," ""cellular response to stimulus""",10.979,-6.657,0.782,6.4,2.46,0.681,0.672,-1,FALSE
GO:0010035," ""response to inorganic substance""",0.315,-6.986,-0.14,4.857,3.75,0.696,0.673,-1,FALSE
GO:0010207," ""photosystem II assembly""",0.008,4.668,0.802,3.245,12,0.944,0.678,-1,FALSE
GO:0046686," ""response to cadmium ion""",0.019,-6.146,-0.884,3.641,3.79,0.729,0.68,-1,FALSE
GO:0006538," ""glutamate catabolic process""",0.022,-2.057,7.217,3.707,17.02,0.867,0.683,-1,FALSE
GO:1901565," ""organonitrogen compound catabolic process""",2.485,-2.846,7.292,5.754,2.25,0.886,0.684,-1,FALSE
GO:0044248," ""cellular catabolic process""",4.061,,,5.968,2.05,0.894,0.772,1901565,TRUE
GO:1901575," ""organic substance catabolic process""",5.44,,,6.095,2.15,0.898,0.871,1901565,TRUE
GO:0015994," ""chlorophyll metabolic process""",0.056,2.415,4.365,4.107,7.28,0.922,0.684,-1,FALSE
GO:0033014," ""tetrapyrrole biosynthetic process""",0.863,,,5.295,7.2,0.893,0.764,15994,TRUE
GO:0006779," ""porphyrin-containing compound biosynthetic process""",0.534,,,5.086,7.8,0.896,0.937,15994,TRUE
GO:0006778," ""porphyrin-containing compound metabolic process""",0.558,,,5.106,6.84,0.908,0.941,15994,TRUE
GO:0033554," ""cellular response to stress""",3.091,-6.275,0.913,5.849,3.7,0.675,0.687,-1,FALSE
GO:0006952," ""defense response""",0.774,,,5.248,3.57,0.718,0.709,33554,TRUE
GO:0019253," ""reductive pentose-phosphate cycle""",0.012,3.312,1.622,3.451,17.83,0.937,0.697,-1,FALSE
GO:0000302," ""response to reactive oxygen species""",0.167,-6.397,-0.151,4.581,7.51,0.659,0.699,-1,FALSE
GO:0097305," ""response to alcohol""",0.082,,,4.275,2.93,0.68,0.762,302,TRUE
