TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
GO:0104004," ""cellular response to environmental stimulus""",0.104,5.584,2.123,4.375,7.34,0.845,0.276,-1,FALSE
GO:0071704," ""organic substance metabolic process""",55.166,0.291,-5.551,7.101,1.48,0.927,0.278,-1,FALSE
GO:0009628," ""response to abiotic stimulus""",0.598,6.942,2.809,5.136,3.81,0.831,0.3,-1,FALSE
GO:0009785," ""blue light signaling pathway""",0.013,7.004,1.048,3.476,19.81,0.752,0.302,-1,FALSE
GO:0009644," ""response to high light intensity""",0.005,,,3.023,11.56,0.805,0.664,9785,TRUE
GO:0009314," ""response to radiation""",0.216,,,4.694,4.89,0.764,0.675,9785,TRUE
GO:0071462," ""cellular response to water stimulus""",0.002,,,2.621,14.23,0.784,0.691,9785,TRUE
GO:0009637," ""response to blue light""",0.02,,,3.658,7.79,0.789,0.719,9785,TRUE
GO:0009409," ""response to cold""",0.04,,,3.96,4.66,0.778,0.729,9785,TRUE
GO:0042631," ""cellular response to water deprivation""",0.001,,,2.479,14.6,0.759,0.761,9785,TRUE
GO:0009416," ""response to light stimulus""",0.185,,,4.627,5.05,0.758,0.827,9785,TRUE
GO:0009266," ""response to temperature stimulus""",0.236,,,4.732,4.4,0.762,0.835,9785,TRUE
GO:0071214," ""cellular response to abiotic stimulus""",0.104,,,4.375,7.34,0.758,0.868,9785,TRUE
GO:0006766," ""vitamin metabolic process""",1.34,1.527,7.459,5.486,11.56,0.889,0.317,-1,FALSE
GO:0009657," ""plastid organization""",0.047,-4.072,-3.697,4.027,4.43,0.973,0.344,-1,FALSE
GO:0009605," ""response to external stimulus""",1.712,6.153,2.654,5.593,2.81,0.815,0.388,-1,FALSE
GO:0009607," ""response to biotic stimulus""",0.65,6.942,2.26,5.172,2.63,0.83,0.392,-1,FALSE
GO:0006775," ""fat-soluble vitamin metabolic process""",0.01,0.742,7.712,3.372,41.61,0.902,0.415,-1,FALSE
GO:0009110," ""vitamin biosynthetic process""",1.272,,,5.464,11.75,0.814,0.628,6775,TRUE
GO:0044283," ""small molecule biosynthetic process""",6.682,-0.542,7.318,6.184,3.37,0.816,0.441,-1,FALSE
GO:1901576," ""organic substance biosynthetic process""",23.584,,,6.732,2.08,0.857,0.507,44283,TRUE
GO:0019752," ""carboxylic acid metabolic process""",8.943,,,6.311,2.79,0.836,0.604,44283,TRUE
GO:0006082," ""organic acid metabolic process""",9.322,,,6.329,2.67,0.84,0.646,44283,TRUE
GO:0044249," ""cellular biosynthetic process""",23.054,,,6.722,1.83,0.855,0.723,44283,TRUE
GO:0043436," ""oxoacid metabolic process""",9.085,,,6.317,2.78,0.836,0.894,44283,TRUE
GO:0010035," ""response to inorganic substance""",0.315,5.926,3.304,4.857,3.43,0.823,0.459,-1,FALSE
GO:0006950," ""response to stress""",4.522,6.457,2.481,6.014,2.34,0.798,0.498,-1,FALSE
GO:0042221," ""response to chemical""",3.34,,,5.883,2.3,0.803,0.549,6950,TRUE
