Group.1;gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;tair_symbol;uniprotswissprot;entrezgene_id;description;external_gene_name;external_gene_source
AT3G18773;AT3G18773;140.417517796974;0.643062009324296;0.15998372176976;4.01954650267329;5.83102720991593e-05;0.0471625975796307;;Q9LS99;821409;"RING-H2 finger protein ATL77 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS99]";ATL77;UniProtKB Gene Name
AT3G24020;AT3G24020;40.2569639732397;0.908171183388382;0.207001612634852;4.38726622381625;1.14784260145087e-05;0.0216626594958816;;Q7Y225;821987;"Dirigent protein [Source:UniProtKB/TrEMBL;Acc:A0A178V7A9]";DIR16;UniProtKB Gene Name
AT3G25930;AT3G25930;228.381528468181;0.608650832402175;0.14931539242059;4.07627654815206;4.57625895693601e-05;0.0414554146390919;;;822190;"Adenine nucleotide alpha hydrolases-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LU98]";;
AT3G48360;AT3G48360;23.3730096668449;1.94186516924735;0.410213287126692;4.73379393156424;2.20361458118145e-06;0.00998105188400326;BT2;,Q94BN0;823994;"BTB/POZ and TAZ domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q94BN0]";BT2;UniProtKB Gene Name
AT3G61750;AT3G61750;236.279020899762;-0.338009769022944;0.0817052058305405;-4.1369428739215;3.51963688699165e-05;0.0379567697998571;;,Q9M363;825348;"Cytochrome b561 and DOMON domain-containing protein At3g61750 [Source:UniProtKB/Swiss-Prot;Acc:Q9M363]";;
AT4G27410;AT4G27410;97.5382943861134;0.868275270690865;0.200620326079473;4.32795264397541;1.5050181765811e-05;0.0243458190321659;RD26;Q93VY3,;828849;"NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JIU9]";RD26;TAIR Gene Name
AT4G28703;AT4G28703;36.64922549265;0.997933517610773;0.22458698302049;4.44341655152707;8.85415069206752e-06;0.0216626594958816;;;828989;"RmlC-like cupins superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8LAH4]";;
AT4G37610;AT4G37610;914.174896936816;0.942442297056452;0.230362776566946;4.09112232063485;4.29290618190904e-05;0.0414554146390919;BT5;Q6EJ98;829915;"BTB/POZ and TAZ domain-containing protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6EJ98]";BT5;UniProtKB Gene Name
AT5G01250;AT5G01250;71.6511176778607;0.562128426732395;0.137792676156466;4.0795232548796;4.51281554604641e-05;0.0414554146390919;;;831833;"Alpha 1,4-glycosyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q9LFB1]";;
AT5G03553;AT5G03553;159.720539703887;0.420910808377752;0.0969930045075427;4.33959964963266;1.42742527943703e-05;0.0243458190321659;;;28720566;;;
AT5G21940;AT5G21940;2089.83274290835;0.938459581387424;0.163244953758299;5.74878156893543;8.988885430757e-09;0.000203571288350354;;;832254;"At5g21940 [Source:UniProtKB/TrEMBL;Acc:Q9C593]";;
AT5G27670;AT5G27670;1007.42728988002;0.274772280785404;0.0641312636415795;4.28452934158708;1.83126440955153e-05;0.025920403176946;HTA7;Q94F49;832829;"Histone H2A [Source:UniProtKB/TrEMBL;Acc:A0A178UFF2]";HTA7;TAIR Gene Name
AT5G28650;AT5G28650;20.0427825238067;0.82224815587557;0.198026017229;4.1522228613259;3.29261376505991e-05;0.0372839119686559;WRKY74;Q93WU6;832971;"Probable WRKY transcription factor 74 [Source:UniProtKB/Swiss-Prot;Acc:Q93WU6]";WRKY74;UniProtKB Gene Name
AT5G43700;AT5G43700;817.019505330954;0.470553699006455;0.102111099656773;4.60825219381763;4.06067954378845e-06;0.0153270349380295;ATAUX2-11;P33077;834390;"IAA4 [Source:UniProtKB/TrEMBL;Acc:A0A384LA06]";IAA4;UniProtKB Gene Name
AT5G56550;AT5G56550;395.007269290854;1.35157170940508;0.273834605699279;4.93572280959023;7.98544562904361e-07;0.00452115967902377;OXS3;;835756;"Emb [Source:UniProtKB/TrEMBL;Acc:Q9LVB9]";OXS3;TAIR Gene Name
