ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
GO:0043455;regulation of secondary metabolic process;3/34;57/21510;9.958962635208143e-5;0.0020487008849571038;0.0014826124825347462;KFB20/ATBCB/ATMYB96;3
GO:2000762;regulation of phenylpropanoid metabolic process;2/34;19/21510;4.0776214109875984e-4;0.007829033109096188;0.005665747644740662;KFB20/ATBCB;2
GO:0042742;defense response to bacterium;5/34;440/21510;5.971775203032683e-4;0.01074919536545883;0.007779022961845206;ATWRKY40/TET8/ATHSPRO2/ATL6/AtCAF1a;5
GO:0006979;response to oxidative stress;5/34;454/21510;6.879765355791429e-4;0.011636017601136492;0.008420802211348777;STZ/ATHSPRO2/ATERF6/ATMSRB9/ATBCB;5
GO:0051301;cell division;4/34;260/21510;7.272511000710307e-4;0.011636017601136492;0.008420802211348777;ORA47/ATERF6/AtERF#100/ERF104;4
GO:0009642;response to light intensity;3/34;151/21510;0.0017300110583051748;0.026223325515362647;0.018977406622959814;STZ/ATERF6/ATBCB;3
GO:0017148;negative regulation of translation;2/34;44/21510;0.002200672895465402;0.030749194201063982;0.022252706329717355;PNT1/AtCAF1a;2
GO:0034249;negative regulation of cellular amide metabolic process;2/34;46/21510;0.0024029572748114074;0.030749194201063982;0.022252706329717355;PNT1/AtCAF1a;2
GO:2000113;negative regulation of cellular macromolecule biosynthetic process;4/34;360/21510;0.002406969558225189;0.030749194201063982;0.022252706329717355;STZ/ATWRKY40/PNT1/AtCAF1a;4
GO:0010558;negative regulation of macromolecule biosynthetic process;4/34;362/21510;0.002455664814668304;0.030749194201063982;0.022252706329717355;STZ/ATWRKY40/PNT1/AtCAF1a;4
GO:0009816;defense response to bacterium, incompatible interaction;2/34;49/21510;0.002722233206098339;0.03266679847318007;0.023640446263485576;ATHSPRO2/ATL6;2
GO:0031327;negative regulation of cellular biosynthetic process;4/34;381/21510;0.0029527044566794204;0.03401515534094692;0.024616230838843168;STZ/ATWRKY40/PNT1/AtCAF1a;4
GO:0009890;negative regulation of biosynthetic process;4/34;387/21510;0.0031230107777405767;0.03459335015343408;0.02503466129524835;STZ/ATWRKY40/PNT1/AtCAF1a;4
GO:0051172;negative regulation of nitrogen compound metabolic process;4/34;429/21510;0.0045076403118366115;0.04808149665959052;0.034795819951019456;STZ/ATWRKY40/PNT1/AtCAF1a;4
GO:0009644;response to high light intensity;2/34;65/21510;0.0047393592670793416;0.048747695318530376;0.03527793740156803;STZ/ATERF6;2
GO:0031324;negative regulation of cellular metabolic process;4/34;479/21510;0.006637173405849245;0.06591399796153734;0.047700919577428336;STZ/ATWRKY40/PNT1/AtCAF1a;4
GO:0009624;response to nematode;2/34;83/21510;0.007617473524991752;0.07312774583992082;0.052921395015732176;ATERF6/AtERF#100;2
GO:0032269;negative regulation of cellular protein metabolic process;2/34;92/21510;0.009287512915235215;0.08534067087147462;0.06175969602540927;PNT1/AtCAF1a;2
GO:0051248;negative regulation of protein metabolic process;2/34;93/21510;0.00948229676349718;0.08534067087147462;0.06175969602540927;PNT1/AtCAF1a;2
GO:0006417;regulation of translation;2/34;100/21510;0.010896498923225714;0.09509671787542441;0.0688199931993203;PNT1/AtCAF1a;2
GO:0034248;regulation of cellular amide metabolic process;2/34;102/21510;0.01131668238845223;0.0958589567021836;0.06937161340289603;PNT1/AtCAF1a;2
GO:0010117;photoprotection;1/34;10/21510;0.015697903318799278;0.12720366439323572;0.09205528344247321;STZ;1
GO:0009698;phenylpropanoid metabolic process;2/34;122/21510;0.015900458049154464;0.12720366439323572;0.09205528344247321;KFB20/ATBCB;2
GO:0002697;regulation of immune effector process;1/34;11/21510;0.01725447407634184;0.1274176547176013;0.092210144861422;ATWRKY40;1
GO:0008272;sulfate transport;1/34;11/21510;0.01725447407634184;0.1274176547176013;0.092210144861422;DIC2;1
GO:0050688;regulation of defense response to virus;1/34;11/21510;0.01725447407634184;0.1274176547176013;0.092210144861422;ATWRKY40;1
GO:0016559;peroxisome fission;1/34;12/21510;0.018808655567639332;0.13318816274634973;0.09638617040854255;ARC5;1
GO:0019748;secondary metabolic process;3/34;360/21510;0.018960814835417842;0.13318816274634973;0.09638617040854255;KFB20/ATBCB/ATMYB96;3
GO:0042436;indole-containing compound catabolic process;1/34;13/21510;0.020360451349140107;0.1342561938719773;0.09715908767050989;ATHSPRO2;1
GO:2000033;regulation of seed dormancy process;1/34;13/21510;0.020360451349140107;0.1342561938719773;0.09715908767050989;ATMYB96;1
GO:0042180;cellular ketone metabolic process;2/34;141/21510;0.020869890066542808;0.1342561938719773;0.09715908767050989;ATHSPRO2/ATMYB96;2
GO:0009310;amine catabolic process;1/34;14/21510;0.021909864972162962;0.1342561938719773;0.09715908767050989;ATHSPRO2;1
GO:0010115;regulation of abscisic acid biosynthetic process;1/34;14/21510;0.021909864972162962;0.1342561938719773;0.09715908767050989;ATMYB96;1
GO:0042402;cellular biogenic amine catabolic process;1/34;14/21510;0.021909864972162962;0.1342561938719773;0.09715908767050989;ATHSPRO2;1
GO:0009750;response to fructose;1/34;15/21510;0.023456899982906454;0.14074139989743872;0.10185232887314645;AtDRM1;1
GO:0035435;phosphate ion transmembrane transport;1/34;16/21510;0.02500155992245412;0.14283063953825487;0.10336427861321076;DIC2;1
GO:0080036;regulation of cytokinin-activated signaling pathway;1/34;16/21510;0.02500155992245412;0.14283063953825487;0.10336427861321076;KFB20;1
GO:0009751;response to salicylic acid;2/34;160/21510;0.02640058249612149;0.14283063953825487;0.10336427861321076;ATWRKY40/ATHSPRO2;2
GO:0005983;starch catabolic process;1/34;17/21510;0.02654384832678336;0.14283063953825487;0.10336427861321076;ATISA3;1
GO:0009409;response to cold;3/34;413/21510;0.027086681323044374;0.14283063953825487;0.10336427861321076;STZ/ATBCB/ATMYB96;3
GO:0002376;immune system process;3/34;415/21510;0.027424674489346348;0.14283063953825487;0.10336427861321076;ATWRKY40/ATHSPRO2/ATL6;3
GO:0043928;exonucleolytic catabolism of deadenylated mRNA;1/34;18/21510;0.028083768726768654;0.14283063953825487;0.10336427861321076;AtCAF1a;1
GO:1902930;regulation of alcohol biosynthetic process;1/34;18/21510;0.028083768726768654;0.14283063953825487;0.10336427861321076;ATMYB96;1
GO:0015743;malate transport;1/34;19/21510;0.029621324648194225;0.14283063953825487;0.10336427861321076;DIC2;1
GO:0044247;cellular polysaccharide catabolic process;1/34;20/21510;0.031156519611759026;0.14283063953825487;0.10336427861321076;ATISA3;1
GO:0050829;defense response to Gram-negative bacterium;1/34;20/21510;0.031156519611759026;0.14283063953825487;0.10336427861321076;TET8;1
GO:0009074;aromatic amino acid family catabolic process;1/34;21/21510;0.03268935713308074;0.14283063953825487;0.10336427861321076;ATHSPRO2;1
GO:0015740;C4-dicarboxylate transport;1/34;21/21510;0.03268935713308074;0.14283063953825487;0.10336427861321076;DIC2;1
GO:0051017;actin filament bundle assembly;1/34;21/21510;0.03268935713308074;0.14283063953825487;0.10336427861321076;AFH3;1
GO:0061572;actin filament bundle organization;1/34;21/21510;0.03268935713308074;0.14283063953825487;0.10336427861321076;AFH3;1
GO:2000034;regulation of seed maturation;1/34;21/21510;0.03268935713308074;0.14283063953825487;0.10336427861321076;ATMYB96;1
GO:0010020;chloroplast fission;1/34;22/21510;0.034219840722706896;0.14283063953825487;0.10336427861321076;ARC5;1
GO:0030838;positive regulation of actin filament polymerization;1/34;22/21510;0.034219840722706896;0.14283063953825487;0.10336427861321076;AFH3;1
GO:0043572;plastid fission;1/34;22/21510;0.034219840722706896;0.14283063953825487;0.10336427861321076;ARC5;1
GO:0045010;actin nucleation;1/34;22/21510;0.034219840722706896;0.14283063953825487;0.10336427861321076;AFH3;1
GO:0072348;sulfur compound transport;1/34;22/21510;0.034219840722706896;0.14283063953825487;0.10336427861321076;DIC2;1
GO:0009688;abscisic acid biosynthetic process;1/34;23/21510;0.035747973886120166;0.14299189554448066;0.1034809770387689;ATMYB96;1
GO:0043289;apocarotenoid biosynthetic process;1/34;23/21510;0.035747973886120166;0.14299189554448066;0.1034809770387689;ATMYB96;1
GO:1902645;tertiary alcohol biosynthetic process;1/34;23/21510;0.035747973886120166;0.14299189554448066;0.1034809770387689;ATMYB96;1
GO:0009251;glucan catabolic process;1/34;25/21510;0.03879720293095967;0.1506134599575827;0.10899658286404013;ATISA3;1
GO:0009814;defense response, incompatible interaction;2/34;201/21510;0.04008159859748019;0.1506134599575827;0.10899658286404013;ATHSPRO2/ATL6;2
GO:0000291;nuclear-transcribed mRNA catabolic process, exonucleolytic;1/34;26/21510;0.04031830579809281;0.1506134599575827;0.10899658286404013;AtCAF1a;1
GO:0006855;drug transmembrane transport;1/34;26/21510;0.04031830579809281;0.1506134599575827;0.10899658286404013;DIC2;1
GO:0032273;positive regulation of protein polymerization;1/34;26/21510;0.04031830579809281;0.1506134599575827;0.10899658286404013;AFH3;1
GO:0046700;heterocycle catabolic process;2/34;204/21510;0.04116957966804937;0.1506134599575827;0.10899658286404013;ATHSPRO2/AtCAF1a;2
GO:0098661;inorganic anion transmembrane transport;1/34;27/21510;0.04183707221043964;0.1506134599575827;0.10899658286404013;DIC2;1
GO:1900376;regulation of secondary metabolite biosynthetic process;1/34;27/21510;0.04183707221043964;0.1506134599575827;0.10899658286404013;ATBCB;1
GO:0044270;cellular nitrogen compound catabolic process;2/34;210/21510;0.043378990432739885;0.15270239903325022;0.11050831508985214;ATHSPRO2/AtCAF1a;2
GO:0006835;dicarboxylic acid transport;1/34;29/21510;0.04486760958681868;0.15270239903325022;0.11050831508985214;DIC2;1
GO:0030091;protein repair;1/34;29/21510;0.04486760958681868;0.15270239903325022;0.11050831508985214;ATMSRB9;1
GO:0019439;aromatic compound catabolic process;2/34;214/21510;0.04487631313659978;0.15270239903325022;0.11050831508985214;ATHSPRO2/AtCAF1a;2
GO:0051495;positive regulation of cytoskeleton organization;1/34;30/21510;0.04637938749632187;0.15270239903325022;0.11050831508985214;AFH3;1
GO:1902905;positive regulation of supramolecular fiber organization;1/34;30/21510;0.04637938749632187;0.15270239903325022;0.11050831508985214;AFH3;1
GO:0019747;regulation of isoprenoid metabolic process;1/34;31/21510;0.047888842841998125;0.15270239903325022;0.11050831508985214;ATMYB96;1
GO:0070417;cellular response to cold;1/34;31/21510;0.047888842841998125;0.15270239903325022;0.11050831508985214;ATBCB;1
GO:0010608;posttranscriptional regulation of gene expression;2/34;224/21510;0.04870286118055174;0.15270239903325022;0.11050831508985214;PNT1/AtCAF1a;2
GO:1901361;organic cyclic compound catabolic process;2/34;225/21510;0.049091934336246396;0.15270239903325022;0.11050831508985214;ATHSPRO2/AtCAF1a;2
GO:0006568;tryptophan metabolic process;1/34;33/21510;0.050900799677750075;0.15270239903325022;0.11050831508985214;ATHSPRO2;1
GO:0006586;indolalkylamine metabolic process;1/34;33/21510;0.050900799677750075;0.15270239903325022;0.11050831508985214;ATHSPRO2;1
GO:0009687;abscisic acid metabolic process;1/34;33/21510;0.050900799677750075;0.15270239903325022;0.11050831508985214;ATMYB96;1
GO:0016106;sesquiterpenoid biosynthetic process;1/34;33/21510;0.050900799677750075;0.15270239903325022;0.11050831508985214;ATMYB96;1
GO:0043288;apocarotenoid metabolic process;1/34;33/21510;0.050900799677750075;0.15270239903325022;0.11050831508985214;ATMYB96;1
GO:1902644;tertiary alcohol metabolic process;1/34;33/21510;0.050900799677750075;0.15270239903325022;0.11050831508985214;ATMYB96;1
GO:0010025;wax biosynthetic process;1/34;34/21510;0.0524033080732873;0.1534192672042455;0.1110271012662303;ATMYB96;1
GO:0010166;wax metabolic process;1/34;35/21510;0.05390350771593533;0.1534192672042455;0.1110271012662303;ATMYB96;1
GO:0030833;regulation of actin filament polymerization;1/34;35/21510;0.05390350771593533;0.1534192672042455;0.1110271012662303;AFH3;1
GO:0000288;nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay;1/34;36/21510;0.055401402045977544;0.1534192672042455;0.1110271012662303;AtCAF1a;1
GO:0002237;response to molecule of bacterial origin;1/34;36/21510;0.055401402045977544;0.1534192672042455;0.1110271012662303;ATWRKY40;1
GO:0006817;phosphate ion transport;1/34;36/21510;0.055401402045977544;0.1534192672042455;0.1110271012662303;DIC2;1
GO:0016482;cytosolic transport;1/34;36/21510;0.055401402045977544;0.1534192672042455;0.1110271012662303;AFH3;1
GO:1901570;fatty acid derivative biosynthetic process;1/34;36/21510;0.055401402045977544;0.1534192672042455;0.1110271012662303;ATMYB96;1
GO:0007031;peroxisome organization;1/34;37/21510;0.056896994498731424;0.1545880605248552;0.11187293853772415;ARC5;1
GO:0030041;actin filament polymerization;1/34;37/21510;0.056896994498731424;0.1545880605248552;0.11187293853772415;AFH3;1
GO:0031347;regulation of defense response;2/34;247/21510;0.05793470137842825;0.1557074360121448;0.11268301290352584;PLIP2/ATWRKY40;2
GO:0031334;positive regulation of protein-containing complex assembly;1/34;38/21510;0.0583902885045543;0.1557074360121448;0.11268301290352584;AFH3;1
GO:0046677;response to antibiotic;2/34;250/21510;0.05918112124924667;0.15636846715397285;0.11316139070353298;ATWRKY40/ATHSPRO2;2
GO:0008064;regulation of actin polymerization or depolymerization;1/34;40/21510;0.06136999487208483;0.15780855824250387;0.11420356188602254;AFH3;1
GO:0030832;regulation of actin filament length;1/34;40/21510;0.06136999487208483;0.15780855824250387;0.11420356188602254;AFH3;1
GO:0110053;regulation of actin filament organization;1/34;40/21510;0.06136999487208483;0.15780855824250387;0.11420356188602254;AFH3;1
GO:0032271;regulation of protein polymerization;1/34;41/21510;0.06285641406977205;0.16020041816012698;0.11593451314219716;AFH3;1
GO:0050832;defense response to fungus;2/34;265/21510;0.06555186548996905;0.1634211348726888;0.11826529497365637;ATWRKY40/ERF104;2
GO:0010162;seed dormancy process;1/34;43/21510;0.0658224015459441;0.1634211348726888;0.11826529497365637;ATMYB96;1
GO:0022611;dormancy process;1/34;43/21510;0.0658224015459441;0.1634211348726888;0.11826529497365637;ATMYB96;1
GO:0080050;regulation of seed development;1/34;44/21510;0.06730197663083903;0.16566640401437302;0.1198901607998752;ATMYB96;1
GO:0006714;sesquiterpenoid metabolic process;1/34;45/21510;0.06877927714302368;0.16645741022849425;0.12046259950746296;ATMYB96;1
GO:0044275;cellular carbohydrate catabolic process;1/34;45/21510;0.06877927714302368;0.16645741022849425;0.12046259950746296;ATISA3;1
GO:0009646;response to absence of light;1/34;47/21510;0.07172706800808648;0.17214496321940756;0.12457859180351863;ATBCB;1
GO:1901568;fatty acid derivative metabolic process;1/34;48/21510;0.07319756512814035;0.17279425210577395;0.1250484719186522;ATMYB96;1
GO:1902903;regulation of supramolecular fiber organization;1/34;48/21510;0.07319756512814035;0.17279425210577395;0.1250484719186522;AFH3;1
GO:0009809;lignin biosynthetic process;1/34;50/21510;0.07613177962459594;0.17825977668198073;0.12900378575669658;ATBCB;1
GO:0015893;drug transport;1/34;51/21510;0.07759550373889101;0.18022181513548882;0.13042368200594584;DIC2;1
GO:0032956;regulation of actin cytoskeleton organization;1/34;52/21510;0.07905697691438274;0.18032891889925093;0.13050119130866844;AFH3;1
GO:0009966;regulation of signal transduction;2/34;298/21510;0.08032735442660321;0.18032891889925093;0.13050119130866844;KFB20/ATMYB96;2
GO:0032970;regulation of actin filament-based process;1/34;53/21510;0.08051620250786318;0.18032891889925093;0.13050119130866844;AFH3;1
GO:0051607;defense response to virus;1/34;53/21510;0.08051620250786318;0.18032891889925093;0.13050119130866844;ATWRKY40;1
GO:0045892;negative regulation of transcription, DNA-templated;2/34;300/21510;0.08125417065235808;0.18032891889925093;0.13050119130866844;STZ/ATWRKY40;2
GO:1902679;negative regulation of RNA biosynthetic process;2/34;302/21510;0.0821843834792134;0.18032891889925093;0.13050119130866844;STZ/ATWRKY40;2
GO:1903507;negative regulation of nucleic acid-templated transcription;2/34;302/21510;0.0821843834792134;0.18032891889925093;0.13050119130866844;STZ/ATWRKY40;2
GO:0023051;regulation of signaling;2/34;303/21510;0.08265075449549002;0.18032891889925093;0.13050119130866844;KFB20/ATMYB96;2
GO:0044089;positive regulation of cellular component biogenesis;1/34;55/21510;0.08342792435171809;0.1806559564909384;0.1307378632500212;AFH3;1
GO:0010646;regulation of cell communication;2/34;307/21510;0.08452458456348862;0.18166477876331882;0.1314679319997702;KFB20/ATMYB96;2
GO:0009736;cytokinin-activated signaling pathway;1/34;57/21510;0.08633069602791765;0.18166948957587062;0.1314713411404327;KFB20;1
GO:0051258;protein polymerization;1/34;57/21510;0.08633069602791765;0.18166948957587062;0.1314713411404327;AFH3;1
GO:0051253;negative regulation of RNA metabolic process;2/34;313/21510;0.0873599715771544;0.18166948957587062;0.1314713411404327;STZ/ATWRKY40;2
GO:0008154;actin polymerization or depolymerization;1/34;58/21510;0.08777873389371982;0.18166948957587062;0.1314713411404327;AFH3;1
GO:0046890;regulation of lipid biosynthetic process;1/34;58/21510;0.08777873389371982;0.18166948957587062;0.1314713411404327;ATMYB96;1
GO:0009733;response to auxin;2/34;315/21510;0.08831155743271489;0.18166948957587062;0.1314713411404327;PBP1/ATMYB96;2
GO:0007018;microtubule-based movement;1/34;61/21510;0.09210949552106851;0.18681362471878682;0.13519407052017468;"NA";1
GO:0009749;response to glucose;1/34;61/21510;0.09210949552106851;0.18681362471878682;0.13519407052017468;AtDRM1;1
GO:0014070;response to organic cyclic compound;2/34;325/21510;0.09311664396396017;0.18709728626823474;0.13539935190464356;ATWRKY40/ATHSPRO2;2
GO:0071368;cellular response to cytokinin stimulus;1/34;62/21510;0.09354864313411737;0.18709728626823474;0.13539935190464356;KFB20;1
GO:0009808;lignin metabolic process;1/34;63/21510;0.0949855764674552;0.18751594356299564;0.13570232757848372;ATBCB;1
GO:0045934;negative regulation of nucleobase-containing compound metabolic process;2/34;329/21510;0.09506016583401863;0.18751594356299564;0.13570232757848372;STZ/ATWRKY40;2
GO:0006576;cellular biogenic amine metabolic process;1/34;64/21510;0.09642029882489966;0.188905075248783;0.13670762024582983;ATHSPRO2;1
GO:0009620;response to fungus;2/34;335/21510;0.09799778425652915;0.19069839098567837;0.13800541452910933;ATWRKY40/ERF104;2
GO:0009746;response to hexose;1/34;66/21510;0.09928312380350002;0.1919029507074363;0.13887713538038152;AtDRM1;1
GO:0043254;regulation of protein-containing complex assembly;1/34;67/21510;0.10071123300843765;0.19336556737620028;0.13993560796961863;AFH3;1
GO:0043067;regulation of programmed cell death;1/34;68/21510;0.10213714440505706;0.1948046197924267;0.14097702748136143;BRG2;1
GO:0000956;nuclear-transcribed mRNA catabolic process;1/34;70/21510;0.1049823868886196;0.19506404789627385;0.1411647715038824;AtCAF1a;1
GO:0005982;starch metabolic process;1/34;70/21510;0.1049823868886196;0.19506404789627385;0.1411647715038824;ATISA3;1
GO:0034284;response to monosaccharide;1/34;70/21510;0.1049823868886196;0.19506404789627385;0.1411647715038824;AtDRM1;1
GO:0042537;benzene-containing compound metabolic process;1/34;70/21510;0.1049823868886196;0.19506404789627385;0.1411647715038824;ATHSPRO2;1
GO:0002252;immune effector process;1/34;71/21510;0.10640172452135221;0.1964339529624964;0.14215615017022765;ATWRKY40;1
GO:0009744;response to sucrose;1/34;74/21510;0.1106466421587824;0.19810258532275263;0.14336371306251836;AtDRM1;1
GO:0046165;alcohol biosynthetic process;1/34;74/21510;0.1106466421587824;0.19810258532275263;0.14336371306251836;ATMYB96;1
GO:0051493;regulation of cytoskeleton organization;1/34;74/21510;0.1106466421587824;0.19810258532275263;0.14336371306251836;AFH3;1
GO:0010431;seed maturation;1/34;75/21510;0.11205726047220854;0.19810258532275263;0.14336371306251836;ATMYB96;1
GO:0045087;innate immune response;2/34;364/21510;0.11255214031631411;0.19810258532275263;0.14336371306251836;ATHSPRO2/ATL6;2
GO:0009873;ethylene-activated signaling pathway;1/34;76/21510;0.11346570708494197;0.19810258532275263;0.14336371306251836;ATERF6;1
GO:0019216;regulation of lipid metabolic process;1/34;76/21510;0.11346570708494197;0.19810258532275263;0.14336371306251836;ATMYB96;1
GO:0080134;regulation of response to stress;2/34;366/21510;0.11357638478373339;0.19810258532275263;0.14336371306251836;PLIP2/ATWRKY40;2
GO:0032535;regulation of cellular component size;1/34;77/21510;0.11487198523923503;0.19810258532275263;0.14336371306251836;AFH3;1
GO:0042430;indole-containing compound metabolic process;1/34;77/21510;0.11487198523923503;0.19810258532275263;0.14336371306251836;ATHSPRO2;1
GO:0090066;regulation of anatomical structure size;1/34;77/21510;0.11487198523923503;0.19810258532275263;0.14336371306251836;AFH3;1
GO:0034285;response to disaccharide;1/34;78/21510;0.11627609817264928;0.1993304540102559;0.14425230224426414;AtDRM1;1
GO:0006955;immune response;2/34;377/21510;0.1192538454988672;0.20322548818741865;0.1470710769777372;ATHSPRO2/ATL6;2
GO:0044106;cellular amine metabolic process;1/34;81/21510;0.12047547795303737;0.20409963323808683;0.1477036819486155;ATHSPRO2;1
GO:0010638;positive regulation of organelle organization;1/34;82/21510;0.1218709622849985;0.20520299239288065;0.1485021655474794;AFH3;1
GO:0009414;response to water deprivation;2/34;384/21510;0.1229043621254722;0.20520299239288065;0.1485021655474794;STZ/ATMYB96;2
GO:0071369;cellular response to ethylene stimulus;1/34;83/21510;0.12326429751377899;0.20520299239288065;0.1485021655474794;ATERF6;1
GO:0006928;movement of cell or subcellular component;1/34;84/21510;0.1246554868489419;0.20632632306031762;0.14931510221470354;"NA";1
GO:0009072;aromatic amino acid family metabolic process;1/34;85/21510;0.1260445334954059;0.20716722979721244;0.14992365314271955;ATHSPRO2;1
GO:0010941;regulation of cell death;1/34;86/21510;0.12743144065345247;0.20716722979721244;0.14992365314271955;BRG2;1
GO:0009415;response to water;2/34;393/21510;0.12763889394662772;0.20716722979721244;0.14992365314271955;STZ/ATMYB96;2
GO:0009615;response to virus;1/34;87/21510;0.1288162115187338;0.20716722979721244;0.14992365314271955;ATWRKY40;1
GO:1901606;alpha-amino acid catabolic process;1/34;87/21510;0.1288162115187338;0.20716722979721244;0.14992365314271955;ATHSPRO2;1
GO:1903825;organic acid transmembrane transport;1/34;88/21510;0.13019884928227587;0.20716722979721244;0.14992365314271955;DIC2;1
GO:1905039;carboxylic acid transmembrane transport;1/34;88/21510;0.13019884928227587;0.20716722979721244;0.14992365314271955;DIC2;1
GO:0032268;regulation of cellular protein metabolic process;2/34;401/21510;0.13188450039800803;0.20869635227816655;0.15103025493814684;PNT1/AtCAF1a;2
GO:0031349;positive regulation of defense response;1/34;90/21510;0.13295773824516843;0.20924496510715032;0.15142727738017456;PLIP2;1
GO:0006839;mitochondrial transport;1/34;91/21510;0.13433399580350947;0.2102619064750583;0.15216322179116062;DIC2;1
GO:0010565;regulation of cellular ketone metabolic process;1/34;92/21510;0.13570813297810558;0.2112645529605103;0.15288882122142194;ATMYB96;1
GO:0009699;phenylpropanoid biosynthetic process;1/34;95/21510;0.13981785385653211;0.2149401657519356;0.15554880416258499;ATBCB;1
GO:0009063;cellular amino acid catabolic process;1/34;96/21510;0.14118354113035347;0.2149401657519356;0.15554880416258499;ATHSPRO2;1
GO:0051130;positive regulation of cellular component organization;1/34;96/21510;0.14118354113035347;0.2149401657519356;0.15554880416258499;AFH3;1
GO:0051246;regulation of protein metabolic process;2/34;420/21510;0.1420990840756824;0.2149401657519356;0.15554880416258499;PNT1/AtCAF1a;2
GO:0000160;phosphorelay signal transduction system;1/34;97/21510;0.14254712381465173;0.2149401657519356;0.15554880416258499;ATERF6;1
GO:0006402;mRNA catabolic process;1/34;97/21510;0.14254712381465173;0.2149401657519356;0.15554880416258499;AtCAF1a;1
GO:0002239;response to oomycetes;1/34;98/21510;0.14390860505456682;0.21586290758185023;0.15621657785528636;ATBCB;1
GO:0007015;actin filament organization;1/34;102/21510;0.1493335783139379;0.22283974380525448;0.1612656040695921;AFH3;1
GO:0009968;negative regulation of signal transduction;1/34;103/21510;0.15068459934987444;0.22361966029694727;0.16183001732015923;KFB20;1
GO:0009735;response to cytokinin;1/34;104/21510;0.15203353771686212;0.22361966029694727;0.16183001732015923;KFB20;1
GO:0009787;regulation of abscisic acid-activated signaling pathway;1/34;107/21510;0.1560678879155778;0.22361966029694727;0.16183001732015923;ATMYB96;1
GO:0010648;negative regulation of cell communication;1/34;107/21510;0.1560678879155778;0.22361966029694727;0.16183001732015923;KFB20;1
GO:0015698;inorganic anion transport;1/34;107/21510;0.1560678879155778;0.22361966029694727;0.16183001732015923;DIC2;1
GO:0023057;negative regulation of signaling;1/34;107/21510;0.1560678879155778;0.22361966029694727;0.16183001732015923;KFB20;1
GO:1901419;regulation of response to alcohol;1/34;107/21510;0.1560678879155778;0.22361966029694727;0.16183001732015923;ATMYB96;1
GO:1905957;regulation of cellular response to alcohol;1/34;107/21510;0.1560678879155778;0.22361966029694727;0.16183001732015923;ATMYB96;1
GO:0030036;actin cytoskeleton organization;1/34;110/21510;0.16008360590589799;0.22711368719654493;0.16435858941855228;AFH3;1
GO:0062012;regulation of small molecule metabolic process;1/34;110/21510;0.16008360590589799;0.22711368719654493;0.16435858941855228;ATMYB96;1
