GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0080090	P	regulation of primary metabolic process	15	141	1952	37767	0.0066	0.15	// AT4G22140 // AT1G74930 // AT5G43700 // AT1G49130 // AT5G56270 // AT5G60120 // AT5G49450 // AT1G68520 // AT4G29000 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G29190 // AT4G12750 // AT1G66230 
GO:0019222	P	regulation of metabolic process	16	141	2210	37767	0.0088	0.15	// AT4G22140 // AT1G74930 // AT5G43700 // AT1G49130 // AT5G56270 // AT5G60120 // AT5G49450 // AT1G68520 // AT4G29000 // AT1G55670 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G29190 // AT4G12750 // AT1G66230 
GO:0045449	P	regulation of transcription	14	141	1802	37767	0.0079	0.15	// AT4G22140 // AT1G74930 // AT1G49130 // AT5G56270 // AT5G60120 // AT5G49450 // AT1G68520 // AT4G29000 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G29190 // AT4G12750 // AT1G66230 
GO:0019219	P	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	14	141	1847	37767	0.0097	0.15	// AT4G22140 // AT1G74930 // AT1G49130 // AT5G56270 // AT5G60120 // AT5G49450 // AT1G68520 // AT4G29000 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G29190 // AT4G12750 // AT1G66230 
GO:0050794	P	regulation of cellular process	22	141	3375	37767	0.0073	0.15	// AT4G29190 // AT5G56270 // AT3G21270 // AT1G74930 // AT2G29700 // AT4G29000 // AT1G55670 // AT3G06740 // AT1G33520 // AT4G12750 // AT1G66230 // AT1G49130 // AT5G07450 // AT2G26980 // AT4G22140 // AT5G43700 // AT5G59890 // AT3G15500 // AT1G68520 // AT5G49450 // AT5G43270 // AT5G60120 
GO:0009628	P	response to abiotic stimulus	12	141	1471	37767	0.0096	0.15	// AT2G28740 // AT1G25560 // AT3G15500 // AT3G60750 // AT3G51480 // AT4G27410 // AT2G28190 // AT3G18990 // AT3G14440 // AT2G05100 // AT2G26980 // AT1G09080 
GO:0051171	P	regulation of nitrogen compound metabolic process	14	141	1888	37767	0.012	0.17	// AT4G22140 // AT1G74930 // AT1G49130 // AT5G56270 // AT5G60120 // AT5G49450 // AT1G68520 // AT4G29000 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G29190 // AT4G12750 // AT1G66230 
GO:0065007	P	biological regulation	25	141	4188	37767	0.012	0.17	// AT4G29190 // AT5G56270 // AT3G21270 // AT1G13590 // AT1G74930 // AT2G29700 // AT3G14067 // AT4G29000 // AT1G55670 // AT3G06740 // AT1G33520 // AT4G12750 // AT1G66230 // AT1G49130 // AT5G07450 // AT3G51480 // AT2G26980 // AT4G22140 // AT5G43700 // AT5G59890 // AT3G15500 // AT1G68520 // AT5G49450 // AT5G43270 // AT5G60120 
GO:0006950	P	response to stress	16	141	2320	37767	0.013	0.18	// AT1G74930 // AT3G15500 // AT3G13650 // AT5G59890 // AT3G14440 // AT3G60750 // AT3G48030 // AT4G27410 // AT2G28190 // AT3G18990 // AT2G28740 // AT5G56550 // AT5G46330 // AT2G40000 // AT1G33520 // AT1G09080 
GO:0032774	P	RNA biosynthetic process	9	141	1040	37767	0.017	0.2	// AT5G50940 // AT1G74930 // AT5G49450 // AT4G22140 // AT3G06740 // AT5G56270 // AT5G60120 // AT4G12750 // AT1G66230 
GO:0006351	P	transcription, DNA-dependent	9	141	1039	37767	0.017	0.2	// AT5G50940 // AT1G74930 // AT5G49450 // AT4G22140 // AT3G06740 // AT5G56270 // AT5G60120 // AT4G12750 // AT1G66230 
GO:0050789	P	regulation of biological process	22	141	3697	37767	0.02	0.22	// AT4G29190 // AT5G56270 // AT3G21270 // AT1G74930 // AT2G29700 // AT4G29000 // AT1G55670 // AT3G06740 // AT1G33520 // AT4G12750 // AT1G66230 // AT1G49130 // AT5G07450 // AT2G26980 // AT4G22140 // AT5G43700 // AT5G59890 // AT3G15500 // AT1G68520 // AT5G49450 // AT5G43270 // AT5G60120 
GO:0006139	P	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	19	141	3198	37767	0.03	0.32	// AT4G22140 // AT1G74930 // AT1G49130 // AT5G56270 // AT4G29190 // AT1G17960 // AT5G60120 // AT5G49450 // AT1G18270 // AT1G68520 // AT1G55670 // AT4G29000 // AT5G50940 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G36690 // AT4G12750 // AT1G66230 
GO:0010033	P	response to organic substance	10	141	1342	37767	0.03	0.32	// AT2G40000 // AT5G43700 // AT3G61460 // AT3G15500 // AT4G27410 // AT4G37610 // AT5G19140 // AT5G62020 // AT4G18010 // AT2G26980 
GO:0051252	P	regulation of RNA metabolic process	8	141	996	37767	0.034	0.32	// AT4G22140 // AT1G74930 // AT5G49450 // AT3G06740 // AT5G56270 // AT5G60120 // AT4G12750 // AT1G66230 
GO:0009607	P	response to biotic stimulus	6	141	638	37767	0.034	0.32	// AT5G59890 // AT5G46330 // AT1G74930 // AT2G40000 // AT1G33520 // AT1G20030 
GO:0006355	P	regulation of transcription, DNA-dependent	8	141	987	37767	0.033	0.32	// AT4G22140 // AT1G74930 // AT5G49450 // AT3G06740 // AT5G56270 // AT5G60120 // AT4G12750 // AT1G66230 
GO:0009987	P	cellular process	54	141	11684	37767	0.038	0.34	// AT5G50940 // AT3G12400 // AT1G67350 // AT5G46330 // AT3G13650 // AT3G26720 // AT1G80920 // AT4G29190 // AT4G28390 // AT3G21270 // AT4G36690 // AT4G35490 // AT4G04490 // AT5G56270 // AT5G24940 // AT1G13590 // AT2G17880 // AT2G29700 // AT1G18270 // AT3G07630 // AT1G55670 // AT2G04070 // AT3G06740 // AT4G36040 // AT1G33520 // AT4G12750 // AT1G66230 // AT1G49130 // AT5G07450 // AT3G51480 // AT4G29000 // AT2G28190 // AT2G05830 // AT3G46320 // AT4G18010 // AT2G34430 // AT2G26980 // AT2G05100 // AT4G22140 // AT1G74930 // AT5G43700 // AT5G59890 // AT5G18800 // AT1G70190 // AT4G27440 // AT3G15500 // AT3G14440 // AT1G68520 // AT5G49450 // AT5G43270 // AT1G17960 // AT1G24510 // AT5G60120 // AT1G09080 
GO:0034641	P	cellular nitrogen compound metabolic process	5	141	506	37767	0.043	0.37	// AT3G07630 // AT1G55670 // AT1G18270 // AT4G27440 // AT1G17960 
GO:0006807	P	nitrogen compound metabolic process	21	141	3826	37767	0.047	0.38	// AT4G22140 // AT1G74930 // AT1G49130 // AT5G56270 // AT4G29190 // AT1G17960 // AT4G27440 // AT5G60120 // AT4G29000 // AT1G18270 // AT5G49450 // AT1G68520 // AT1G55670 // AT3G07630 // AT5G50940 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G36690 // AT4G12750 // AT1G66230 
GO:0009719	P	response to endogenous stimulus	8	141	1068	37767	0.048	0.38	// AT5G43700 // AT3G15500 // AT3G61460 // AT4G27410 // AT4G37610 // AT5G19140 // AT4G18010 // AT2G26980 
GO:0016070	P	RNA metabolic process	11	141	1657	37767	0.047	0.38	// AT4G22140 // AT1G74930 // AT1G17960 // AT4G36690 // AT5G49450 // AT5G50940 // AT3G06740 // AT5G56270 // AT5G60120 // AT4G12750 // AT1G66230 
GO:0044237	P	cellular metabolic process	41	141	8722	37767	0.059	0.46	// AT5G50940 // AT1G67350 // AT5G46330 // AT3G13650 // AT3G26720 // AT1G80920 // AT4G29190 // AT1G74930 // AT3G21270 // AT4G36690 // AT4G04490 // AT5G56270 // AT5G24940 // AT2G17880 // AT1G18270 // AT4G29000 // AT1G55670 // AT3G06740 // AT4G36040 // AT4G12750 // AT1G66230 // AT1G49130 // AT3G07630 // AT2G28190 // AT2G05830 // AT4G18010 // AT2G34430 // AT2G05100 // AT4G22140 // AT5G43700 // AT5G18800 // AT1G70190 // AT4G27440 // AT3G14440 // AT1G68520 // AT5G49450 // AT5G43270 // AT1G17960 // AT1G24510 // AT5G60120 // AT1G09080 
GO:0010467	P	gene expression	21	141	3962	37767	0.064	0.48	// AT1G68520 // AT4G22140 // AT1G74930 // AT5G43700 // AT1G49130 // AT5G56270 // AT4G29190 // AT1G17960 // AT1G70190 // AT5G60120 // AT5G49450 // AT2G05830 // AT1G55670 // AT4G29000 // AT5G50940 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G36690 // AT4G12750 // AT1G66230 
GO:0051707	P	response to other organism	5	141	599	37767	0.076	0.54	// AT5G59890 // AT2G40000 // AT5G46330 // AT1G33520 // AT1G20030 
GO:0009725	P	response to hormone stimulus	7	141	982	37767	0.077	0.54	// AT5G43700 // AT3G61460 // AT4G27410 // AT4G37610 // AT5G19140 // AT4G18010 // AT2G26980 
GO:0034645	P	cellular macromolecule biosynthetic process	19	141	3661	37767	0.089	0.61	// AT1G68520 // AT4G22140 // AT1G74930 // AT5G43700 // AT1G49130 // AT5G56270 // AT1G17960 // AT1G70190 // AT5G60120 // AT5G49450 // AT2G05830 // AT4G29000 // AT5G50940 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G29190 // AT4G12750 // AT1G66230 
GO:0009059	P	macromolecule biosynthetic process	19	141	3685	37767	0.094	0.62	// AT1G68520 // AT4G22140 // AT1G74930 // AT5G43700 // AT1G49130 // AT5G56270 // AT1G17960 // AT1G70190 // AT5G60120 // AT5G49450 // AT2G05830 // AT4G29000 // AT5G50940 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G29190 // AT4G12750 // AT1G66230 
GO:0044249	P	cellular biosynthetic process	24	141	4925	37767	0.1	0.66	// AT5G50940 // AT1G67350 // AT3G13650 // AT4G29190 // AT5G56270 // AT3G21270 // AT1G74930 // AT4G29000 // AT3G06740 // AT4G12750 // AT1G66230 // AT1G49130 // AT3G07630 // AT3G14440 // AT2G05830 // AT4G22140 // AT5G43700 // AT1G70190 // AT4G27440 // AT1G68520 // AT5G49450 // AT5G43270 // AT5G60120 // AT1G17960 
GO:0043170	P	macromolecule metabolic process	33	141	7127	37767	0.1	0.66	// AT5G19120 // AT5G50940 // AT5G19100 // AT5G46330 // AT1G80920 // AT4G29190 // AT1G74930 // AT3G21270 // AT4G36690 // AT4G04490 // AT5G56270 // AT5G24940 // AT2G17880 // AT1G18270 // AT3G14067 // AT4G29000 // AT1G55670 // AT3G06740 // AT4G36040 // AT4G12750 // AT1G66230 // AT1G49130 // AT2G05830 // AT4G22140 // AT5G43700 // AT1G70190 // AT1G68520 // AT5G49450 // AT5G43270 // AT1G17960 // AT1G24510 // AT5G60120 // AT1G09080 
GO:0008152	P	metabolic process	46	141	10614	37767	0.14	0.84	// AT5G19120 // AT5G50940 // AT5G19100 // AT5G46330 // AT3G13650 // AT3G26720 // AT4G27440 // AT1G80920 // AT4G29190 // AT1G74930 // AT3G21270 // AT4G36690 // AT4G04490 // AT5G56270 // AT1G67350 // AT2G17880 // AT1G18270 // AT3G14067 // AT4G29000 // AT1G55670 // AT3G06740 // AT4G36040 // AT4G12750 // AT1G66230 // AT1G28600 // AT1G49130 // AT3G07630 // AT3G14440 // AT2G05830 // AT4G18010 // AT2G34430 // AT2G05100 // AT4G22140 // AT5G43700 // AT5G18800 // AT1G70190 // AT5G26600 // AT5G24940 // AT2G28190 // AT1G68520 // AT5G49450 // AT5G43270 // AT1G17960 // AT1G24510 // AT5G60120 // AT1G09080 
GO:0009058	P	biosynthetic process	24	141	5118	37767	0.14	0.85	// AT5G50940 // AT1G67350 // AT3G13650 // AT4G29190 // AT5G56270 // AT3G21270 // AT1G74930 // AT4G29000 // AT3G06740 // AT4G12750 // AT1G66230 // AT1G49130 // AT3G07630 // AT3G14440 // AT2G05830 // AT4G22140 // AT5G43700 // AT1G70190 // AT4G27440 // AT1G68520 // AT5G49450 // AT5G43270 // AT5G60120 // AT1G17960 
GO:0044260	P	cellular macromolecule metabolic process	29	141	6447	37767	0.16	0.92	// AT5G50940 // AT5G46330 // AT1G80920 // AT4G29190 // AT1G74930 // AT3G21270 // AT4G36690 // AT4G04490 // AT5G56270 // AT5G24940 // AT2G17880 // AT1G18270 // AT4G29000 // AT3G06740 // AT4G36040 // AT4G12750 // AT1G66230 // AT1G49130 // AT2G05830 // AT4G22140 // AT5G43700 // AT1G70190 // AT1G68520 // AT5G49450 // AT5G43270 // AT1G17960 // AT1G24510 // AT5G60120 // AT1G09080 
GO:0006952	P	defense response	5	141	766	37767	0.16	0.92	// AT5G59890 // AT2G40000 // AT5G46330 // AT1G33520 // AT3G13650 
GO:0051704	P	multi-organism process	5	141	776	37767	0.17	0.92	// AT5G59890 // AT2G40000 // AT5G46330 // AT1G33520 // AT1G20030 
GO:0044238	P	primary metabolic process	39	141	8995	37767	0.17	0.92	// AT5G19120 // AT5G50940 // AT5G19100 // AT5G46330 // AT3G13650 // AT3G26720 // AT1G80920 // AT4G29190 // AT1G74930 // AT3G21270 // AT4G36690 // AT4G04490 // AT5G56270 // AT5G24940 // AT2G17880 // AT1G18270 // AT3G14067 // AT4G29000 // AT1G55670 // AT3G06740 // AT4G36040 // AT4G12750 // AT1G66230 // AT1G28600 // AT1G49130 // AT3G07630 // AT3G14440 // AT2G05830 // AT4G18010 // AT4G22140 // AT5G43700 // AT1G70190 // AT1G68520 // AT5G49450 // AT5G43270 // AT1G17960 // AT1G24510 // AT5G60120 // AT1G09080 
GO:0007165	P	signal transduction	5	141	1228	37767	0.49	1	// AT2G29700 // AT3G15500 // AT1G33520 // AT2G26980 // AT5G59890 
GO:0007275	P	multicellular organismal development	8	141	2020	37767	0.48	1	// AT4G13395 // AT1G13245 // AT3G12400 // AT1G25560 // AT3G15500 // AT4G27410 // AT5G49450 // AT4G18010 
GO:0044267	P	cellular protein metabolic process	12	141	3487	37767	0.66	1	// AT4G04490 // AT5G43700 // AT5G24940 // AT4G36040 // AT5G46330 // AT1G70190 // AT2G17880 // AT2G05830 // AT1G80920 // AT1G17960 // AT1G24510 // AT1G09080 
GO:0032502	P	developmental process	8	141	2304	37767	0.63	1	// AT4G13395 // AT1G13245 // AT3G12400 // AT1G25560 // AT3G15500 // AT4G27410 // AT5G49450 // AT4G18010 
GO:0032501	P	multicellular organismal process	8	141	2094	37767	0.52	1	// AT4G13395 // AT1G13245 // AT3G12400 // AT1G25560 // AT3G15500 // AT4G27410 // AT5G49450 // AT4G18010 
GO:0019538	P	protein metabolic process	15	141	4009	37767	0.54	1	// AT5G19120 // AT4G04490 // AT5G43700 // AT5G19100 // AT4G36040 // AT5G24940 // AT5G46330 // AT1G70190 // AT2G17880 // AT2G05830 // AT3G14067 // AT1G80920 // AT1G17960 // AT1G24510 // AT1G09080 
GO:0048856	P	anatomical structure development	5	141	1726	37767	0.78	1	// AT4G13395 // AT5G49450 // AT1G13245 // AT3G12400 // AT1G25560 
GO:0006796	P	phosphate metabolic process	5	141	1178	37767	0.45	1	// AT4G18010 // AT5G46330 // AT5G18800 // AT4G04490 // AT5G24940 
GO:0006793	P	phosphorus metabolic process	5	141	1179	37767	0.45	1	// AT4G18010 // AT5G46330 // AT5G18800 // AT4G04490 // AT5G24940 
GO:0003677	F	DNA binding	23	141	2892	37767	0.00048	0.015	// AT5G50940 // AT1G25560 // AT5G44260 // AT4G29190 // AT5G56270 // AT3G21270 // AT1G74930 // AT4G27410 // AT2G28740 // AT4G29000 // AT3G06740 // AT4G12750 // AT1G66230 // AT1G49130 // AT3G46320 // AT5G62020 // AT4G22140 // AT5G43700 // AT3G15500 // AT1G68520 // AT5G49450 // AT5G43270 // AT5G60120 
GO:0030528	F	transcription regulator activity	21	141	2417	37767	0.00027	0.015	// AT1G68520 // AT1G25560 // AT5G43700 // AT1G49130 // AT5G56270 // AT1G74930 // AT3G15500 // AT5G44260 // AT4G27410 // AT4G37610 // AT5G49450 // AT3G18990 // AT5G62020 // AT5G60120 // AT4G29000 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G29190 // AT4G12750 // AT1G66230 
GO:0003700	F	transcription factor activity	19	141	2173	37767	0.00051	0.015	// AT1G25560 // AT5G43700 // AT1G49130 // AT5G56270 // AT1G74930 // AT3G15500 // AT5G44260 // AT4G27410 // AT5G49450 // AT1G68520 // AT5G62020 // AT5G60120 // AT4G29000 // AT5G43270 // AT3G06740 // AT3G21270 // AT4G29190 // AT4G12750 // AT1G66230 
GO:0008270	F	zinc ion binding	13	141	1299	37767	0.0013	0.029	// AT2G17450 // AT5G50450 // AT2G37950 // AT4G22140 // AT1G49130 // AT3G48030 // AT3G61460 // AT1G18270 // AT3G26720 // AT1G68520 // AT3G18773 // AT1G26800 // AT2G23780 
GO:0046914	F	transition metal ion binding	13	141	1618	37767	0.008	0.1	// AT2G17450 // AT5G50450 // AT2G37950 // AT4G22140 // AT1G49130 // AT3G48030 // AT3G61460 // AT1G18270 // AT3G26720 // AT1G68520 // AT3G18773 // AT1G26800 // AT2G23780 
GO:0005515	F	protein binding	20	141	2944	37767	0.0069	0.1	// AT2G20210 // AT2G17450 // AT2G37950 // AT4G22140 // AT3G12400 // AT2G24240 // AT4G36040 // AT5G07240 // AT5G46330 // AT3G48030 // AT3G61460 // AT4G37610 // AT5G49450 // AT2G17880 // AT3G14067 // AT3G18773 // AT1G26800 // AT2G23780 // AT1G24510 // AT1G33520 
GO:0005488	F	binding	56	141	11258	37767	0.0077	0.1	// AT2G17450 // AT5G50940 // AT3G12400 // AT1G25560 // AT5G46330 // AT5G44260 // AT3G26720 // AT4G29190 // AT2G23780 // AT3G21270 // AT4G36690 // AT2G20210 // AT5G50450 // AT4G28390 // AT1G26800 // AT2G29700 // AT5G56270 // AT5G07240 // AT2G17880 // AT4G27410 // AT1G18270 // AT5G22010 // AT3G14067 // AT4G29000 // AT2G37950 // AT4G36040 // AT1G33520 // AT4G12750 // AT1G66230 // AT2G21060 // AT2G28740 // AT1G49130 // AT3G48030 // AT5G62020 // AT3G61460 // AT2G05830 // AT1G64790 // AT3G46320 // AT3G05090 // AT2G34430 // AT2G05100 // AT3G06740 // AT4G22140 // AT1G74930 // AT5G43700 // AT2G24240 // AT5G26600 // AT3G15500 // AT4G37610 // AT1G68520 // AT3G18773 // AT5G49450 // AT5G43270 // AT1G24510 // AT5G60120 // AT1G17960 
GO:0003676	F	nucleic acid binding	27	141	4842	37767	0.021	0.24	// AT5G50940 // AT1G25560 // AT5G44260 // AT4G29190 // AT5G56270 // AT4G36690 // AT2G21060 // AT3G21270 // AT1G74930 // AT4G27410 // AT2G28740 // AT4G29000 // AT3G06740 // AT1G33520 // AT4G12750 // AT1G66230 // AT1G49130 // AT2G05830 // AT3G46320 // AT5G62020 // AT4G22140 // AT5G43700 // AT3G15500 // AT1G68520 // AT5G49450 // AT5G43270 // AT5G60120 
GO:0046872	F	metal ion binding	13	141	1997	37767	0.037	0.37	// AT2G17450 // AT5G50450 // AT2G37950 // AT4G22140 // AT1G49130 // AT3G48030 // AT3G61460 // AT1G18270 // AT3G26720 // AT1G68520 // AT3G18773 // AT1G26800 // AT2G23780 
GO:0043169	F	cation binding	13	141	2087	37767	0.05	0.41	// AT2G17450 // AT5G50450 // AT2G37950 // AT4G22140 // AT1G49130 // AT3G48030 // AT3G61460 // AT1G18270 // AT3G26720 // AT1G68520 // AT3G18773 // AT1G26800 // AT2G23780 
GO:0043167	F	ion binding	13	141	2087	37767	0.05	0.41	// AT2G17450 // AT5G50450 // AT2G37950 // AT4G22140 // AT1G49130 // AT3G48030 // AT3G61460 // AT1G18270 // AT3G26720 // AT1G68520 // AT3G18773 // AT1G26800 // AT2G23780 
GO:0016772	F	transferase activity, transferring phosphorus-containing groups	5	141	1887	37767	0.84	1	// AT5G07450 // AT4G04490 // AT5G46330 // AT5G10930 // AT2G26980 
GO:0000166	F	nucleotide binding	6	141	2267	37767	0.86	1	// AT5G46330 // AT5G22010 // AT2G05830 // AT3G05090 // AT1G24510 // AT1G17960 
GO:0016740	F	transferase activity	9	141	3321	37767	0.88	1	// AT4G04490 // AT3G60750 // AT5G07450 // AT5G46330 // AT3G29670 // AT5G10930 // AT2G18700 // AT3G16520 // AT2G26980 
GO:0017076	F	purine nucleotide binding	5	141	1713	37767	0.77	1	// AT5G46330 // AT5G22010 // AT1G24510 // AT2G05830 // AT1G17960 
GO:0016491	F	oxidoreductase activity	5	141	1463	37767	0.64	1	// AT4G27440 // AT1G18270 // AT2G28190 // AT5G18800 // AT3G14440 
GO:0016787	F	hydrolase activity	10	141	3468	37767	0.84	1	// AT5G19120 // AT1G28600 // AT2G20630 // AT5G19100 // AT5G24940 // AT5G23870 // AT3G13080 // AT3G26720 // AT3G14067 // AT4G18010 
GO:0022857	F	transmembrane transporter activity	6	141	1128	37767	0.25	1	// AT3G18830 // AT2G24240 // AT3G51480 // AT3G13080 // AT2G04070 // AT4G28390 
GO:0005215	F	transporter activity	6	141	1477	37767	0.48	1	// AT3G18830 // AT2G24240 // AT3G51480 // AT3G13080 // AT2G04070 // AT4G28390 
GO:0016788	F	hydrolase activity, acting on ester bonds	5	141	1200	37767	0.47	1	// AT5G23870 // AT4G18010 // AT1G28600 // AT2G20630 // AT5G24940 
GO:0003824	F	catalytic activity	27	141	9638	37767	0.97	1	// AT5G19120 // AT5G19100 // AT5G46330 // AT3G26720 // AT4G27440 // AT3G16520 // AT4G04490 // AT3G13080 // AT5G23870 // AT3G14067 // AT1G18270 // AT3G07630 // AT1G28600 // AT5G24940 // AT5G07450 // AT3G60750 // AT3G14440 // AT4G18010 // AT5G18800 // AT2G26980 // AT2G18700 // AT5G26600 // AT3G29670 // AT2G28190 // AT5G10930 // AT2G20630 // AT1G17960 
GO:0016301	F	kinase activity	5	141	1641	37767	0.74	1	// AT5G07450 // AT4G04490 // AT5G46330 // AT5G10930 // AT2G26980 
GO:0032555	F	purine ribonucleotide binding	5	141	1631	37767	0.73	1	// AT5G46330 // AT5G22010 // AT1G24510 // AT2G05830 // AT1G17960 
GO:0032553	F	ribonucleotide binding	5	141	1631	37767	0.73	1	// AT5G46330 // AT5G22010 // AT1G24510 // AT2G05830 // AT1G17960 
GO:0043231	C	intracellular membrane-bounded organelle	46	141	7615	37767	0.00036	0.0079	// AT5G50940 // AT4G03030 // AT1G67350 // AT3G26720 // AT2G20670 // AT3G46320 // AT4G28390 // AT2G05100 // AT3G12400 // AT3G12650 // AT3G22970 // AT2G36000 // AT3G13080 // AT1G20430 // AT2G17880 // AT4G27410 // AT1G18270 // AT3G14067 // AT3G07630 // AT1G55670 // AT3G06740 // AT4G36040 // AT1G33520 // AT4G12750 // AT1G66230 // AT4G05070 // AT3G60750 // AT3G14440 // AT3G18990 // AT1G64790 // AT5G56550 // AT2G34430 // AT2G26980 // AT1G74930 // AT5G43700 // AT2G18700 // AT1G70190 // AT5G26600 // AT3G11500 // AT2G28190 // AT3G23880 // AT3G57785 // AT4G27440 // AT5G43270 // AT5G60120 // AT1G09080 
GO:0043229	C	intracellular organelle	48	141	8149	37767	0.00045	0.0079	// AT5G50940 // AT4G03030 // AT1G67350 // AT3G26720 // AT2G20670 // AT3G46320 // AT4G28390 // AT2G05100 // AT4G35490 // AT3G12400 // AT3G12650 // AT3G22970 // AT2G36000 // AT3G13080 // AT1G20430 // AT2G17880 // AT4G27410 // AT1G18270 // AT3G14067 // AT3G07630 // AT1G55670 // AT3G06740 // AT4G36040 // AT1G33520 // AT4G12750 // AT1G66230 // AT4G05070 // AT2G28740 // AT3G60750 // AT2G28190 // AT3G18990 // AT1G64790 // AT5G56550 // AT2G34430 // AT2G26980 // AT1G74930 // AT5G43700 // AT2G18700 // AT1G70190 // AT5G26600 // AT3G11500 // AT3G14440 // AT3G23880 // AT3G57785 // AT4G27440 // AT5G43270 // AT5G60120 // AT1G09080 
