original_genename;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;gene;description_ITAG4.0;goterm;gene_id_versionless;ensembl_gene_id;description_ITAG3.0;athaliana_eg_homolog_ensembl_gene;athaliana_eg_homolog_associated_gene_name;external_gene_name;athaliana_eg_homolog_perc_id
mRNA:Solyc00g500130.1.1;5007.384125893657;1.8079868644116432;0.2178707826829148;8.29843654182376;1.0549042461568126e-16;6.241477760398063e-13;Solyc00g500130.1;Photosystem II protein .1;GO:0009772,GO:0019684,GO:0045156;Solyc00g500130;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500136.1.1;577.6203391761177;1.2149662024223766;0.25769119561902276;4.714814565176739;2.419309770556826e-6;0.001953801200911754;Solyc00g500136.1;Photosystem II CP43 reaction center protein (AHRD V3.3 *** A0A078EKT7_BRANA);GO:0009521,GO:0009767,GO:0016020,GO:0016168,GO:0019684;Solyc00g500136;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500137.1.1;1119.2995040930487;1.2904836941134155;0.24789980223183153;5.205666493055843;1.9330154338330115e-7;2.3013769986193029e-4;Solyc00g500137.1;30S ribosomal protein S14, chloroplastic (AHRD V3.3 *-* A0A2G2X601_CAPBA);;Solyc00g500137;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500138.1.1;2101.8804519139926;1.4707654956872358;0.22622054618996462;6.501467353244683;7.95402997231858e-11;2.3285422743962644e-7;Solyc00g500138.1;50S ribosomal protein L14, chloroplastic (AHRD V3.3 *** I6N992_DATST);GO:0009522,GO:0009579,GO:0015979,GO:0016021;Solyc00g500138;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500144.1.1;228.63389156508387;0.9101178090220657;0.23053039220300245;3.9479298166491916;7.882990531912393e-5;0.03767747719538536;Solyc00g500144.1;30S ribosomal protein S14, chloroplastic (AHRD V3.3 *-* A0A2G2X601_CAPBA);;Solyc00g500144;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500200.1.1;5007.473138222391;1.8078713268152524;0.21788953145263482;8.297192227467113;1.0660081571986443e-16;6.241477760398063e-13;Solyc00g500200.1;Photosystem II protein .1;GO:0009772,GO:0019684,GO:0045156;Solyc00g500200;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500206.1.1;577.4290323387781;1.2154245306277773;0.2577299183492303;4.715884513573808;2.406629211987768e-6;0.001953801200911754;Solyc00g500206.1;Photosystem II CP43 reaction center protein (AHRD V3.3 *** A0A078EKT7_BRANA);GO:0009521,GO:0009767,GO:0016020,GO:0016168,GO:0019684;Solyc00g500206;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500207.1.1;1147.080062284789;1.2868239262702796;0.2512820694977296;5.121033621071425;3.038654582843182e-7;3.388823349056539e-4;Solyc00g500207.1;30S ribosomal protein S14, chloroplastic (AHRD V3.3 *-* A0A2G2X601_CAPBA);;Solyc00g500207;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500208.1.1;2101.8804519139926;1.4707654956872358;0.22622054618996462;6.501467353244683;7.95402997231858e-11;2.3285422743962644e-7;Solyc00g500208.1;Photosystem I P700 chlorophyll a apoprotein A2 (AHRD V3.3 *** I6N956_DATST);GO:0009522,GO:0009579,GO:0015979,GO:0016021;Solyc00g500208;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500296.1.1;4988.879452615884;1.8091765912121773;0.21734288202928104;8.32406644432202;8.499592310935142e-17;6.241477760398063e-13;Solyc00g500296.1;Photosystem II protein .1;GO:0009772,GO:0019684,GO:0045156;Solyc00g500296;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500301.1.1;11106.123149382962;1.2354958665605889;0.21229052370271062;5.819835219261902;5.890567131818421e-9;1.119556339717402e-5;Solyc00g500301.1;Ycf15 (AHRD V3.3 *-* A0A346JLD3_9ASTE);;Solyc00g500301;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500325.1.1;11104.760878427864;1.2356593106693359;0.2122221890973861;5.822479336042978;5.798097052264546e-9;1.119556339717402e-5;Solyc00g500325.1;Ycf15 (AHRD V3.3 *-* A0A346JLD3_9ASTE);;Solyc00g500325;NA;NA;NA;NA;NA;NA
mRNA:Solyc00g500329.1.1;5007.48715319621;1.808084322953428;0.2173581381320256;8.318456987587826;8.911582815790771e-17;6.241477760398063e-13;Solyc00g500329.1;Photosystem II protein .1;GO:0009772,GO:0019684,GO:0045156;Solyc00g500329;NA;NA;NA;NA;NA;NA
mRNA:Solyc01g081250.3.1;236.6290955732862;5.940317847697291;1.5311903244097171;3.8795424402824117;1.0465314107708268e-4;0.04805836400049561;Solyc01g081250.3;Glutathione S-transferase (AHRD V3.3 *** A0A200PVK3_9MAGN);GO:0005515;Solyc01g081250;Solyc01g081250.3;;;;;NA
mRNA:Solyc01g102770.1.1;378.6672005569309;1.1113511045879614;0.21796628439330737;5.098729409831997;3.4194094177360004e-7;3.6401167528807787e-4;Solyc01g102770.1;Photosystem II reaction center protein Z (AHRD V3.3 *** A0A1U8QD60_CAPAN);GO:0009523,GO:0009539,GO:0015979,GO:0042549;Solyc01g102770;Solyc01g102770.1;"Photosystem II reaction center protein Z [Source:UniProtKB/TrEMBL;Acc:A0A0C5CEB3]";ATCG00300;PSBZ;psbZ;95.1613
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT3G04190;;;50
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT3G04180;;;47.541
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G39150;;;59.4262
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT3G04170;;;50
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT3G04200;;;53.6885
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G38910;;;56.9672
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT3G04150;;;47.9508
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G39120;;;59.4262
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G39190;GLP5A;;58.1967
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G38960;;;56.5574
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT4G14630;GLP9;;56.1475
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G38940;;;57.7869
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G39180;;;59.4262
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G38930;;;58.6066
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G39160;GLP2A;;58.1967
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G39130;;;57.377
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT5G39110;;;59.0164
mRNA:Solyc01g102890.4.1;158.58868481645547;-2.0888981552685437;0.38217157976733374;-5.465864721129358;4.606555629389574e-8;7.70610948859313e-5;Solyc01g102890.4;Germin-like protein subfamily.1;GO:0045735;Solyc01g102890;Solyc01g102890.3;;AT3G05950;;;57.7869
mRNA:Solyc01g102895.1.1;290.858785401922;-1.5121755761042135;0.31365119513691825;-4.82120138405372;1.4269620913829557e-6;0.0013924771741745344;Solyc01g102895.1;Germin-like protein subfamily.1;GO:0045735;Solyc01g102895;NA;NA;NA;NA;NA;NA
mRNA:Solyc02g032660.3.1;114.1410712920932;-1.1387477824431977;0.2476936604261246;-4.597403827308826;4.2778798193081945e-6;0.00333959817893993;Solyc02g032660.3;Protein DETOXIFICATION (AHRD V3.3 *** A0A328DGG9_9ASTE);GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085;Solyc02g032660;Solyc02g032660.3;"Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:K4B5L0]";;;;NA
mRNA:Solyc02g071620.3.1;26.86352386544193;3.958454735236966;0.9257855662436787;4.275779272837625;1.9046986615110384e-5;0.011250940371835268;Solyc02g071620.3;GDSL-motif lipase/hydrolase family protein 1;GO:0016788;Solyc02g071620;NA;NA;NA;NA;NA;NA
mRNA:Solyc02g084440.4.1;833.7940617909005;1.2753446120082468;0.3281941764334143;3.885945283575119;1.0193246562467627e-4;0.04774516689859836;Solyc02g084440.4;Fructose-bisphosphate aldolase (AHRD V3.3 *** A0A2G3AA97_CAPAN);GO:0004332,GO:0006096;Solyc02g084440;Solyc02g084440.3;;AT4G38970;FBA2;;89.1473
mRNA:Solyc02g084440.4.1;833.7940617909005;1.2753446120082468;0.3281941764334143;3.885945283575119;1.0193246562467627e-4;0.04774516689859836;Solyc02g084440.4;Fructose-bisphosphate aldolase (AHRD V3.3 *** A0A2G3AA97_CAPAN);GO:0004332,GO:0006096;Solyc02g084440;Solyc02g084440.3;;AT2G21330;FBA1;;87.3385
mRNA:Solyc02g091920.3.1;62.89443546377728;3.119548740051826;0.6252108592638542;4.989594620485152;6.050613160737162e-7;6.161102618454971e-4;Solyc02g091920.3;xyloglucan endotransglucosylase-hydrolase 7;GO:0004553,GO:0005975;Solyc02g091920;Solyc02g091920.3;"Xyloglucan endotransglucosylase/hydrolase [Source:UniProtKB/TrEMBL;Acc:K4BCZ0]";AT4G37800;XTH7;;72.5424
mRNA:Solyc03g034220.3.1;1328.0317674292949;1.2974968786727055;0.30359244573240257;4.273811476245909;1.9215952812699008e-5;0.011250940371835268;Solyc03g034220.3;Tomato RuBP carboxylase small subunit;;Solyc03g034220;Solyc03g034220.3;"Ribulose bisphosphate carboxylase small chain 2A, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P07179]";AT5G38420;RBCS-2B;RBCS-2A;73.3333
mRNA:Solyc03g034220.3.1;1328.0317674292949;1.2974968786727055;0.30359244573240257;4.273811476245909;1.9215952812699008e-5;0.011250940371835268;Solyc03g034220.3;Tomato RuBP carboxylase small subunit;;Solyc03g034220;Solyc03g034220.3;"Ribulose bisphosphate carboxylase small chain 2A, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P07179]";AT1G67090;RBCS-1A;RBCS-2A;70.5556
mRNA:Solyc03g034220.3.1;1328.0317674292949;1.2974968786727055;0.30359244573240257;4.273811476245909;1.9215952812699008e-5;0.011250940371835268;Solyc03g034220.3;Tomato RuBP carboxylase small subunit;;Solyc03g034220;Solyc03g034220.3;"Ribulose bisphosphate carboxylase small chain 2A, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P07179]";AT5G38410;;RBCS-2A;74.4444
mRNA:Solyc03g034220.3.1;1328.0317674292949;1.2974968786727055;0.30359244573240257;4.273811476245909;1.9215952812699008e-5;0.011250940371835268;Solyc03g034220.3;Tomato RuBP carboxylase small subunit;;Solyc03g034220;Solyc03g034220.3;"Ribulose bisphosphate carboxylase small chain 2A, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P07179]";AT5G38430;RBCS-1B;RBCS-2A;73.3333
mRNA:Solyc03g111290.2.1;5.016401255490186;-5.7952958217546335;1.4135049397960981;-4.099947342660593;4.132441540268593e-5;0.022507390900718707;Solyc03g111290.2;Cytochrome P450 (AHRD V3.3 *** A0A200QGE7_9MAGN);GO:0005506,GO:0016705,GO:0020037,GO:0055114;Solyc03g111290;NA;NA;NA;NA;NA;NA
mRNA:Solyc04g082980.2.1;3053.9003709103577;1.356450314165416;0.2044131339059832;6.635827592121822;3.226868410514169e-11;1.511465163484837e-7;Solyc04g082980.2;Tetratricopeptide repeat protein SKI3 (AHRD V3.3 *** A0A2G2ZSZ3_CAPAN);GO:0005515;Solyc04g082980;Solyc04g082980.2;"Tetratricopeptide repeat protein SKI3 [Source:Projected from Arabidopsis thaliana (AT1G76630) UniProtKB/Swiss-Prot;Acc:F4I3Z5]";AT1G76630;SKI3;;52.3267
mRNA:Solyc07g016215.1.1;2830.3976119423423;-1.7315004712280537;0.3668025069130457;-4.720525183429358;2.352364805816929e-6;0.001953801200911754;Solyc07g016215.1;Organ specific protein (AHRD V3.3 *** A0A2U1PWC1_ARTAN);;Solyc07g016215;Solyc07g016215.1;;;;;NA
mRNA:Solyc07g047640.2.1;4.962572561788424;-5.174359367144067;1.3358711516322148;-3.8733970419391506;1.073287600272934e-4;0.04833922230460022;Solyc07g047640.2;F-box protein (AHRD V3.3 *** A0A2K3P6V3_TRIPR);;Solyc07g047640;Solyc07g047640.2;;;;;NA
mRNA:Solyc07g055740.1.1;13.309048852524343;6.625955605077699;1.4512068206038788;4.565824464855047;4.975349771932388e-6;0.0037587965051179527;Solyc07g055740.1;strictosidine synthase;GO:0009058,GO:0016844;Solyc07g055740;Solyc07g055740.1;;AT3G57030;SSL10;;59.2593
mRNA:Solyc08g065670.4.1;111.7076915551114;-2.407129342392302;0.5361966564393212;-4.489265857003167;7.146905549737273e-6;0.005072137211358999;Solyc08g065670.4;Protein phosphatase 2C family protein (AHRD V3.3 *** A0A2U1LRS6_ARTAN);GO:0003824;Solyc08g065670;Solyc08g065670.3;;AT4G32950;;;50.2976
mRNA:Solyc08g065670.4.1;111.7076915551114;-2.407129342392302;0.5361966564393212;-4.489265857003167;7.146905549737273e-6;0.005072137211358999;Solyc08g065670.4;Protein phosphatase 2C family protein (AHRD V3.3 *** A0A2U1LRS6_ARTAN);GO:0003824;Solyc08g065670;Solyc08g065670.3;;AT5G26010;;;51.1905
mRNA:Solyc08g067030.3.1;106.89763920585739;2.6244911671167377;0.6049896473415393;4.338076161549776;1.437353498848559e-5;0.008858636563956118;Solyc08g067030.3;DUF642 domain-containing protein (AHRD V3.3 *** A0A1Q3BRG3_CEPFO);;Solyc08g067030;Solyc08g067030.3;;AT5G25460;;;68.1941
mRNA:Solyc08g067030.3.1;106.89763920585739;2.6244911671167377;0.6049896473415393;4.338076161549776;1.437353498848559e-5;0.008858636563956118;Solyc08g067030.3;DUF642 domain-containing protein (AHRD V3.3 *** A0A1Q3BRG3_CEPFO);;Solyc08g067030;Solyc08g067030.3;;AT4G32460;;;67.1159
mRNA:Solyc08g067030.3.1;106.89763920585739;2.6244911671167377;0.6049896473415393;4.338076161549776;1.437353498848559e-5;0.008858636563956118;Solyc08g067030.3;DUF642 domain-containing protein (AHRD V3.3 *** A0A1Q3BRG3_CEPFO);;Solyc08g067030;Solyc08g067030.3;;AT5G11420;;;71.159
mRNA:Solyc08g068130.1.1;39.94431930605673;-3.422706137404837;0.8392689836642356;-4.078199247232221;4.538586394166501e-5;0.023815002417903512;Solyc08g068130.1;BURP domain-containing protein (AHRD V3.3 *-* A0A2U1NKA9_ARTAN);;Solyc08g068130;Solyc08g068130.1;;AT5G25610;RD22;;40.3846
mRNA:Solyc08g078880.3.1;20.71474676300152;-3.6675097923142297;0.8149300420878504;-4.500398319981027;6.782624367898053e-6;0.004964033209255388;Solyc08g078880.3;Cation/H(+) antiporter 15 (AHRD V3.3 *** A0A2G3CC26_CAPCH);GO:0006812,GO:0015299,GO:0016021,GO:0055085;Solyc08g078880;Solyc08g078880.3;;AT2G13620;CHX15;;66.8263
mRNA:Solyc09g011080.3.1;145.84036944904952;1.844552797467993;0.4126836763834832;4.46965291584239;7.834662959802712e-6;0.0052425087576737;Solyc09g011080.3;Ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic (AHRD V3.3 *** A0A2G2VP29_CAPBA);GO:0005524;Solyc09g011080;Solyc09g011080.3;;;;;NA
mRNA:Solyc09g018010.3.1;51.13024139942214;3.145058681823302;0.5829423410597184;5.3951453862589;6.846808992147073e-8;1.0022016662255278e-4;Solyc09g018010.3;Non-specific lipid-transfer protein (AHRD V3.3 *** M0ZNZ5_SOLTU);;Solyc09g018010;Solyc09g018010.3;;;;;NA
mRNA:Solyc09g091510.3.1;124.94746334111201;2.3103829192035534;0.5625284933547534;4.107139365377056;4.005895439440576e-5;0.0223376359980234;Solyc09g091510.3;chalcone synthase 1;;Solyc09g091510;Solyc09g091510.3;;AT5G13930;CHS;;85.09
mRNA:Solyc09g092720.3.1;156.2824977710022;2.044055612922628;0.42943109967289567;4.759915186579679;1.9367432783204983e-6;0.0018143411031306428;Solyc09g092720.3;glycine-rich protein 3 short isoform-like (AHRD V3.3 *** XP_004247911.1);;Solyc09g092720;NA;NA;NA;NA;NA;NA
mRNA:Solyc09g097770.3.1;1231.3008649047688;3.0175069978253646;0.7459229139489372;4.0453335611458785;5.2248675960844616e-5;0.026601391108760454;Solyc09g097770.3;Cell wall protein (AHRD V3.3 *** Q40142_SOLLC);;Solyc09g097770;NA;NA;NA;NA;NA;NA
mRNA:Solyc10g017510.3.1;144.05888425378484;-2.1439184998534304;0.4784494420343471;-4.480971888560635;7.430389894967211e-6;0.005118227392356826;Solyc10g017510.3;Cytochrome (AHRD V3.3 *** A0A1U8EF26_CAPAN);GO:0005506,GO:0016705,GO:0020037,GO:0055114;Solyc10g017510;Solyc10g017510.3;;;;;NA
mRNA:Solyc10g018300.3.1;102.84891538279743;1.7060196517444046;0.4056285782750462;4.205866507235092;2.6008372544566203e-5;0.01485648987789611;Solyc10g018300.3;Transketolase (AHRD V3.3 *** A0A200R9X0_9MAGN);;Solyc10g018300;Solyc10g018300.2;;AT2G45290;TKL-2;;87.8549
mRNA:Solyc10g018300.3.1;102.84891538279743;1.7060196517444046;0.4056285782750462;4.205866507235092;2.6008372544566203e-5;0.01485648987789611;Solyc10g018300.3;Transketolase (AHRD V3.3 *** A0A200R9X0_9MAGN);;Solyc10g018300;Solyc10g018300.2;;AT3G60750;TKL-1;;88.959
mRNA:Solyc10g085010.3.1;131.37501665961656;-1.5484263130994218;0.3916346263995006;-3.9537523209704535;7.693505006602879e-5;0.03753789317804988;Solyc10g085010.3;PAR1-like protein (AHRD V3.3 *** A0A2U1KIG3_ARTAN);;Solyc10g085010;Solyc10g085010.2;;AT3G54040;;;37.6289
mRNA:Solyc11g012460.3.1;262.94577599129167;1.0112142990370363;0.24807191657247854;4.07629494304968;4.575897134097601e-5;0.023815002417903512;Solyc11g012460.3;Ras-related protein RABA5a (AHRD V3.3 *** A0A2G2Y4I2_CAPAN);GO:0003924,GO:0005525;Solyc11g012460;Solyc11g012460.2;;AT5G47520;RABA5A;;83.5556
mRNA:Solyc11g018774.1.1;79.62483556220482;-1.7146111824711583;0.4253297060968279;-4.031251892104664;5.5480543672452724e-5;0.027645836868273252;Solyc11g018774.1;NA;NA;NA;NA;NA;NA;NA;NA;NA
mRNA:Solyc12g088170.2.1;34.24456409156765;4.683121665437121;0.8679155421584018;5.395826480754982;6.820884154708769e-8;1.0022016662255278e-4;Solyc12g088170.2;HXXXD-type acyl-transferase family protein (AHRD V3.3 *** F4JBC7_ARATH);GO:0016747;Solyc12g088170;Solyc12g088170.2;"Anthocyanin acyltransferase [Source:UniProtKB/TrEMBL;Acc:B5M6H1]";;;;NA
